p_val	avg_log2FC	pct.1	pct.2	p_val_adj	name	loci
0.00485743026408693	-0.301421920988338	0.021	0.038	1	Gm37106	other
0.00485760351061522	-1.2615345288281	0.005	0.014	1	4930404I05Rik	other
0.00486886130327091	-0.18719718788223	0.021	0.038	1	Adprm	other
0.00487931463830666	-0.0296585498737203	0.05	0.075	1	Dnajb1	other
0.0048800246752734	-0.0227177732170274	0.021	0.037	1	Prune1	other
0.0048970898226842	0.0715430277565527	0.034	0.055	1	Srr	other
0.00489844733209038	-0.120827838933613	0.02	0.036	1	Amdhd2	other
0.00489993768709924	-0.234847294590463	0.022	0.039	1	Taok3	other
0.00490276319101001	-0.411757483197356	0.03	0.05	1	Igfbp3	other
0.00490769994016751	-0.2874181093775	0.03	0.05	1	Blzf1	other
0.00491626748775143	-0.331955309317252	0.023	0.04	1	Gm48998	other
0.00491697165326188	-0.23881510123515	0.022	0.039	1	A130010J15Rik	other
0.00492085450426767	0.107671823772364	0.123	0.166	1	Arhgap17	other
0.004929175662321	-0.972235754171482	0.005	0.014	1	Gm8520	other
0.00494008725667688	-0.599458518856024	0.017	0.032	1	Sgsm2	other
0.00494804281877816	-0.00196285728566892	0.084	0.118	1	Tex9	other
0.00495314121418244	-0.691178897609241	0.01	0.022	1	Gm20712	other
0.00495445037192725	-0.911138144062838	0.005	0.014	1	Cacng4	other
0.00497324203169906	-0.122127305230444	0.049	0.075	1	Rft1	other
0.00497984222997431	-0.284805230533314	0.005	0.014	1	Gm18119	other
0.00498062217521963	-0.127596312720036	0.021	0.038	1	Klf16	other
0.00498223551042314	-0.374544556246469	0.017	0.031	1	Gm50322	other
0.0049855431549642	-0.27427651996195	0.024	0.041	1	Wsb2	other
0.00499717384394487	-0.113632829088072	0.022	0.039	1	Amph	other
0.00500136401562388	0.145091104873302	0.106	0.146	1	Itga1	other
0.0050044200573904	2.18768900605129	0.018	0.006	1	Mbp	other
0.00500603862082588	0.0215881747324347	0.05	0.076	1	Rbsn	other
0.00500667785686433	-0.0557324882331316	0.049	0.074	1	Denn2b	other
0.00501137777281485	-0.410482534484751	0.012	0.026	1	Gm7292	other
0.00501616980521169	-0.48006442928153	0.017	0.031	1	Sirt4	other
0.00501667062040391	0.1175575593431	0.038	0.06	1	Eef1akmt4	other
0.00501713336408502	-0.279794458355713	0.023	0.04	1	Gm48086	other
0.00501727566476114	0.180230592105159	0.051	0.078	1	Ttc32	other
0.0050235550215323	-0.0429323924869229	0.548	0.707	1	Elob	other
0.00502585912706128	-0.715046565177902	0.008	0.019	1	Mtrf1	other
0.00502987316925823	-0.343442950726084	0.01	0.022	1	Abcc4	other
0.00503189722895706	-0.830474258007071	0.008	0.019	1	Zfp324	other
0.00504140891672922	-0.0545165666413592	0.056	0.084	1	Nbas	other
0.00504567682593806	-0.77469456933814	0.005	0.014	1	D430019H16Rik	other
0.00505152701100459	-0.0274110003192174	0.087	0.121	1	Rhob	other
0.00505311405789851	0.139644228105808	0.312	0.415	1	Emg1	other
0.0050581952965078	0.185870701469165	0.254	0.338	1	Mrps17	other
0.00505915164377844	-0.161347310320824	0.04	0.063	1	Harbi1	other
0.00507284955349426	0.210952248676349	0.055	0.082	1	Gm42467	other
0.00507739245561148	-0.759693520311907	0.008	0.019	1	Gm44027	other
0.00507739245561148	-0.588088299432695	0.008	0.019	1	Jph3	other
0.00508689396749926	0.240192832845318	0.198	0.266	1	Timm10b	other
0.00509185514686316	-0.933845284052612	0.011	0.023	1	D330023K18Rik	other
0.00510313482439246	0.16770300171269	0.195	0.256	1	Nemf	other
0.0051068244348251	0.413150657573801	0.484	0.524	1	Ube2r2	other
0.00510952242987824	-0.101669224599497	0.053	0.08	1	Dym	other
