"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Mcrip21",2.59372585277979e-22,1.08093054630595,0.234,0.139,8.45321192679461e-18,"5","Mcrip2"
"Msi2",5.33973669632873e-22,0.511951782041912,0.634,0.545,1.7402735867005e-17,"5","Msi2"
"Ctnnbl1",5.80086337773263e-22,0.577104796930164,0.57,0.477,1.89055938343684e-17,"5","Ctnnbl1"
"Unc119",5.81264104819523e-22,0.556487959442001,0.542,0.44,1.89439784401731e-17,"5","Unc119"
"Pim1",1.24059640203802e-21,0.756765211406673,0.347,0.233,4.04322773388211e-17,"5","Pim1"
"Gm45716",4.81925301701137e-21,0.703511903380157,0.395,0.285,1.57064275077418e-16,"5","Gm45716"
"Cdk6",9.55174630598903e-21,0.776801987403972,0.341,0.234,3.11300963858489e-16,"5","Cdk6"
"Sparcl11",3.41009536834372e-20,0.707749978287967,0.239,0.14,1.1113841814969e-15,"5","Sparcl1"
"Sall1",4.1471061641138e-20,0.567198158808094,0.418,0.3,1.35158336994633e-15,"5","Sall1"
"Zfp219",4.32014769534395e-20,0.813246028758285,0.327,0.224,1.40797933538955e-15,"5","Zfp219"
"Nmt2",1.7034306142395e-19,0.515132161533767,0.599,0.511,5.55165071486797e-15,"5","Nmt2"
"Mex3b1",2.54571336776698e-19,0.68057254898482,0.349,0.243,8.29673443688938e-15,"5","Mex3b"
"Sox13",3.80026990274332e-19,1.01008334607246,0.213,0.126,1.23854596400308e-14,"5","Sox13"
"Dsp",8.45719809661309e-19,1.00151710681378,0.252,0.162,2.75628543166717e-14,"5","Dsp"
"Rac32",5.69571023975207e-18,0.712613707288821,0.364,0.266,1.8562889242376e-13,"5","Rac3"
"Hoxb31",1.28680491994259e-17,0.918702540598035,0.24,0.15,4.1938259145849e-13,"5","Hoxb3"
"Desi2",5.04200636691305e-17,0.515573899843056,0.551,0.475,1.64324029504063e-12,"5","Desi2"
"Zyx",5.59378595313816e-17,0.507313782246411,0.535,0.445,1.82307077998726e-12,"5","Zyx"
"Pkig",3.18165487880087e-16,0.517216819162205,0.536,0.456,1.03693314154999e-11,"5","Pkig"
"Fndc3c1",5.35012867228232e-16,0.540355555219731,0.462,0.372,1.74366043558353e-11,"5","Fndc3c1"
"Zdhhc2",7.93043912640019e-16,0.987792225976792,0.233,0.154,2.58460941568509e-11,"5","Zdhhc2"
"Rps6ka6",2.53143610264775e-15,0.592888588584759,0.447,0.369,8.25020340213929e-11,"5","Rps6ka6"
"Evx12",2.76508289058026e-15,0.832909118915336,0.231,0.149,9.01168164869012e-11,"5","Evx1"
"Enho1",6.42315985098484e-15,0.604623777318021,0.366,0.276,2.09337202703447e-10,"5","Enho"
"Tma16",7.18872564785631e-15,0.601907057190477,0.421,0.332,2.34287757589285e-10,"5","Tma16"
"Ptpn14",9.18596508803882e-15,0.783587772416912,0.269,0.187,2.99379788184273e-10,"5","Ptpn14"
"Septin9",7.94945079523057e-14,0.607858295670094,0.407,0.322,2.59080550867359e-09,"5","Septin9"
"Dusp4",1.18563525322339e-13,0.555973489811898,0.357,0.268,3.86410385378034e-09,"5","Dusp4"
"Prickle1",1.80374829347426e-13,0.616964850556682,0.341,0.257,5.87859606326195e-09,"5","Prickle1"
"Trps1",2.35587534199813e-13,0.874386526050773,0.204,0.133,7.67803332710609e-09,"5","Trps1"
"Etv51",6.43876724510879e-13,0.538948349732821,0.351,0.266,2.0984586328534e-08,"5","Etv5"
"Cuedc1",2.86346806204269e-12,0.753901845815721,0.23,0.156,9.33232876100332e-08,"5","Cuedc1"
"Ext1",3.23654200242311e-12,0.524496411714583,0.428,0.356,1.05482140400971e-07,"5","Ext1"
"Tpgs1",4.37242624075626e-12,0.537573363713312,0.418,0.344,1.42501743612487e-07,"5","Tpgs1"
"Slc39a61",5.94760325064196e-12,0.580110825464273,0.363,0.285,1.93838337541672e-07,"5","Slc39a6"
"E2f6",7.00750079468978e-12,0.587314990411095,0.358,0.286,2.28381458399735e-07,"5","E2f6"
"Nsg1",8.01968861720364e-12,0.711416150086003,0.233,0.16,2.61369671723284e-07,"5","Nsg1"
"Fndc3a1",9.55433902356949e-12,0.507103600263267,0.427,0.357,3.11385463117153e-07,"5","Fndc3a"
"Cib1",1.05201562215122e-11,0.580000377539921,0.402,0.333,3.42862411415305e-07,"5","Cib1"
"Ier5",1.22077991801012e-11,0.609883199086385,0.269,0.192,3.97864383078678e-07,"5","Ier5"
"Prelid2",1.62978649614274e-11,0.698113178848514,0.254,0.183,5.31163716957879e-07,"5","Prelid2"
"Gsto1",2.49947288645209e-11,0.518423304507705,0.46,0.4,8.14603208423602e-07,"5","Gsto1"
"Tamm41",1.1360555960594e-10,0.533894108861852,0.368,0.299,3.70251879311718e-06,"5","Tamm41"
"Mycl",2.31615302418388e-10,0.665055570131118,0.232,0.165,7.54857432111769e-06,"5","Mycl"
"Rnd3",2.62428772932377e-10,0.524530258939321,0.231,0.163,8.55281613863908e-06,"5","Rnd3"
"Socs21",2.99010985138927e-10,0.602277769896187,0.288,0.222,9.74506701666277e-06,"5","Socs2"
"Sat12",3.00595405078113e-10,0.744444427370622,0.255,0.19,9.79670484690078e-06,"5","Sat1"
"Snhg9",3.01276810138289e-10,0.613133953835569,0.31,0.243,9.81891251921698e-06,"5","Snhg9"
"Ier5l",3.47595744128645e-10,0.530105054248187,0.381,0.312,1.13284928968967e-05,"5","Ier5l"
"Psph1",6.00863851147725e-10,0.500698592465384,0.41,0.347,1.95827537727555e-05,"5","Psph"
"Gldc2",6.92628085163175e-10,0.635480069543508,0.251,0.186,2.2573441923553e-05,"5","Gldc"
"Sbk11",1.5331933444354e-09,0.654629361518347,0.253,0.19,4.9968304288494e-05,"5","Sbk1"
"Meis3",1.58074506961781e-09,0.580395341131891,0.245,0.178,5.15180625639142e-05,"5","Meis3"
"Cpxm1",2.04855077196752e-09,0.781136550662662,0.203,0.146,6.67643182091933e-05,"5","Cpxm1"
"6330403K07Rik",2.51149891083975e-09,0.603148017554172,0.222,0.159,8.18522610031783e-05,"5","6330403K07Rik"
"Ppp1r9a1",3.68440874084662e-09,0.6266206791883,0.268,0.206,0.000120078565272932,"5","Ppp1r9a"
"Sox31",4.13296684862592e-09,0.551860648857238,0.22,0.156,0.000134697522563567,"5","Sox3"
"Ak31",5.7363555356124e-09,0.643443127420128,0.22,0.161,0.000186953563261144,"5","Ak3"
"Ptpn9",8.0042173364779e-09,0.580487679747366,0.3,0.239,0.000260865447213151,"5","Ptpn9"
"Ago1",1.4614103920685e-08,0.513166057763916,0.361,0.304,0.000476288260879046,"5","Ago1"
"Rnf2271",2.5527526592164e-08,0.643752723352057,0.22,0.163,0.000831967619165218,"5","Rnf227"
"Tpm11",2.82265427790704e-08,0.571898297805655,0.819,0.819,0.000919931255712682,"5","Tpm1"
"Mad2l2",3.9949123115277e-08,0.643871618236837,0.206,0.151,0.00130198187144999,"5","Mad2l2"
"Ncoa7",5.8092650213425e-08,0.608485720731103,0.241,0.185,0.00189329756310573,"5","Ncoa7"
"Sp4",6.42604235206387e-08,0.590164105510222,0.209,0.153,0.00209431146296114,"5","Sp4"
"Gm93472",1.05958774252567e-07,0.501998922661619,0.329,0.274,0.00345330241166542,"5","Gm9347"
"Spata13",1.07866909079121e-07,0.599220647529309,0.24,0.185,0.00351549043379765,"5","Spata13"
"Phgdh2",2.43251845343057e-07,0.583377780644592,0.253,0.201,0.00792782089157558,"5","Phgdh"
"Timp21",3.83701875900603e-07,0.545194914855932,0.213,0.161,0.0125052278374766,"5","Timp2"
"Fkbp5",4.16734840434567e-07,0.536081651701479,0.287,0.236,0.013581805184603,"5","Fkbp5"
"Scrn2",5.07439087507098e-07,0.592107075722983,0.243,0.192,0.0165379473009438,"5","Scrn2"
"Slc25a33",5.29428769936478e-07,0.539254504447275,0.249,0.198,0.0172546130409998,"5","Slc25a33"
"Mapk12",5.51014321545976e-07,0.59886746291883,0.204,0.153,0.0179581077535049,"5","Mapk12"
"Sumo2",8.73692162432846e-07,0.576761689156977,0.233,0.184,0.0284745012658489,"5","Sumo2"
"Klhl10",1.19049319916427e-06,0.540790814034228,0.271,0.221,0.0387993638539627,"5","Klhl10"
"Gm21926",2.26276944620465e-06,0.551149533244099,0.226,0.177,0.0737459190212557,"5","Gm21926"
"Map7d22",2.71179890057276e-06,0.678122517417329,0.205,0.16,0.0883802379685669,"5","Map7d2"
"Hook11",8.03485312145425e-06,0.563048464026844,0.217,0.173,0.261863898081316,"5","Hook1"
"Morn2",8.28449675387592e-06,0.518246821437449,0.242,0.198,0.27000003370557,"5","Morn2"
"Mxra7",2.54848345539786e-05,0.60342183494207,0.213,0.172,0.830576242948718,"5","Mxra7"
"Rhob",4.7663087796818e-05,0.501732395430347,0.23,0.191,1,"5","Rhob"
"Nutf2",7.20398017921163e-05,0.512146387512408,0.204,0.165,1,"5","Nutf2"
"Bclaf3",0.000241534983258568,0.526459034478157,0.217,0.183,1,"5","Bclaf3"
"Dqx11",0.000345836950529142,1.06583257744676,0.226,0.192,1,"5","Dqx1"
"Cdx21",0,2.10500306446157,0.908,0.326,0,"6","Cdx2"
"Slc2a31",0,2.08212238134407,0.862,0.312,0,"6","Slc2a3"
"Etv41",0,2.53629253192802,0.755,0.228,0,"6","Etv4"
"Epha51",0,2.24304747121893,0.679,0.169,0,"6","Epha5"
"H2-Bl1",0,2.6685600327599,0.664,0.164,0,"6","H2-Bl"
"Nkx1-23",0,1.9678648023852,0.764,0.27,0,"6","Nkx1-2"
"Cdx12",0,1.87644262029884,0.965,0.484,0,"6","Cdx1"
"Fgf82",0,1.77300929653171,0.864,0.386,0,"6","Fgf8"
"Slc2a11",0,1.62167414083417,0.977,0.616,0,"6","Slc2a1"
"Grsf1",0,2.03583982511883,0.982,0.658,0,"6","Grsf1"
"Evx1os2",4.36042453228259e-300,2.41753398683914,0.509,0.122,1.42110595931622e-295,"6","Evx1os"
"Fgfbp3",5.5647906096852e-258,2.32754405273784,0.526,0.151,1.8136209076025e-253,"6","Fgfbp3"
"Fgf171",5.90865735243804e-253,1.97060479547661,0.526,0.142,1.92569051773308e-248,"6","Fgf17"
"Gm458892",4.72297283578554e-243,0.938819863237114,0.964,0.473,1.53926407691086e-238,"6","Gm45889"
"Hes72",3.32938067088715e-237,1.40664023264686,0.776,0.302,1.08507845444883e-232,"6","Hes7"
"Lin28a2",1.431002882845e-233,1.23178110206914,0.924,0.655,4.66378149548013e-229,"6","Lin28a"
"Mob1b",1.25562879942516e-225,1.98677659345073,0.644,0.267,4.09221982020652e-221,"6","Mob1b"
"Stmn22",1.17718178186271e-209,1.6356807813128,0.642,0.244,3.83655314526876e-205,"6","Stmn2"
"Bex12",1.39423836718169e-207,0.887615566449016,0.992,0.872,4.54396226248185e-203,"6","Bex1"
"Nr6a11",4.68272976191699e-200,1.46274536502581,0.798,0.479,1.52614845670637e-195,"6","Nr6a1"
"Tmem114",4.25712551025866e-198,2.49983322918651,0.28,0.051,1.3874397750484e-193,"6","Tmem114"
"Sema3e",2.39735722951829e-191,2.72661367281665,0.256,0.045,7.81322694672307e-187,"6","Sema3e"
"Peg10",2.27124128139361e-190,1.64008619948366,0.669,0.297,7.40220246018992e-186,"6","Peg10"
"Rbp11",8.32575392230517e-186,1.33778166919446,0.924,0.678,2.71344646081848e-181,"6","Rbp1"
"Ccnd2",9.84608670029022e-178,0.871969696342069,0.973,0.774,3.20893811649159e-173,"6","Ccnd2"
"Wnt5b1",4.52061757441817e-177,1.97776692534236,0.424,0.127,1.47331447367863e-172,"6","Wnt5b"
"Pabpc1",2.21448679942174e-167,0.527873915259027,1,0.996,7.21723392799539e-163,"6","Pabpc1"
"Smim31",1.20352350206057e-165,2.31681695925379,0.316,0.077,3.9224034455656e-161,"6","Smim3"
"Gap43",4.78072249981226e-163,1.88725669689773,0.472,0.167,1.55808526991381e-158,"6","Gap43"
"Arid3b1",8.30214094503501e-161,1.14741421223034,0.83,0.545,2.70575075539636e-156,"6","Arid3b"
"Lhpp1",1.06036947411299e-159,1.37242747506544,0.728,0.395,3.45585015308164e-155,"6","Lhpp"
"Tcea32",1.76747528617948e-158,1.0938957160157,0.823,0.451,5.76037870518755e-154,"6","Tcea3"
"Phlda31",7.22145090124602e-157,1.47720616325741,0.741,0.437,2.35354306322509e-152,"6","Phlda3"
"Slco5a1",3.34723962000978e-153,2.04427187420428,0.355,0.101,1.09089886455739e-148,"6","Slco5a1"
"Sp52",3.44893158489459e-153,1.23767647021525,0.701,0.335,1.12404129283299e-148,"6","Sp5"
"Crmp12",4.14059934990405e-150,1.88294501181616,0.441,0.154,1.34946273412723e-145,"6","Crmp1"
"Cdx41",6.76422310305551e-143,1.1715666001704,0.439,0.142,2.20452795151682e-138,"6","Cdx4"
"Sema6a1",1.9616738320656e-138,1.21105281827303,0.746,0.444,6.39329118608501e-134,"6","Sema6a"
"Acot71",3.77923188425695e-138,1.47237899074471,0.572,0.26,1.23168946339818e-133,"6","Acot7"
"Gnai2",3.95287923241476e-136,0.55313379212525,0.992,0.957,1.2882828706363e-131,"6","Gnai2"
"Wnt6",5.9500068965266e-136,2.40994512174746,0.204,0.039,1.93916674764698e-131,"6","Wnt6"
"Fzd101",1.4065794843056e-135,1.2245219019077,0.727,0.417,4.58418319730039e-131,"6","Fzd10"
"Wnt3a",5.82644924957499e-127,2.25624760373981,0.217,0.047,1.89889807492899e-122,"6","Wnt3a"
"Rspo32",3.29064645880319e-125,0.888722564549849,0.842,0.5,1.07245458738855e-120,"6","Rspo3"
"Evx13",1.11564914746789e-122,1.67355958527331,0.391,0.138,3.6360121365126e-118,"6","Evx1"
"Pdgfa1",4.14031328197988e-121,1.50588609811917,0.48,0.199,1.34936950173006e-116,"6","Pdgfa"
"Rarg1",8.54922522044316e-120,1.5987848329004,0.443,0.176,2.78627799159463e-115,"6","Rarg"
"Atp5k",2.22180065828554e-119,0.501896714829759,0.996,0.982,7.24107052541839e-115,"6","Atp5k"
"Notum2",2.25494777208302e-119,1.87571165036349,0.315,0.096,7.34910028399575e-115,"6","Notum"
"Defa30",2.9539824397669e-118,1.35035516355594,0.28,0.076,9.62732416944432e-114,"6","Defa30"
"AC160336.12",9.89856156090074e-112,0.596187024785067,0.998,0.995,3.22604019831316e-107,"6","AC160336.1"
"Wnt8a2",1.04968635289617e-110,1.46909842437569,0.422,0.163,3.4210327927239e-106,"6","Wnt8a"
"Ada",1.09748643055436e-110,1.89312186338557,0.301,0.094,3.57681802581972e-106,"6","Ada"
"Chd31",1.84460475518847e-110,1.28441082003735,0.564,0.273,6.01175135763473e-106,"6","Chd3"
"B3gnt72",1.24633184656048e-108,1.59237206276844,0.387,0.145,4.06192012112526e-104,"6","B3gnt7"
"Msx11",3.39994569386338e-108,2.00630336365382,0.255,0.071,1.10807630108702e-103,"6","Msx1"
"Cenpx2",6.47336131703186e-106,0.765711510982123,0.911,0.74,2.10973318683385e-101,"6","Cenpx"
"Foxb13",2.97904984506439e-102,0.959846256510922,0.722,0.422,9.70902135004934e-98,"6","Foxb1"
"Fgf4",2.19013538944079e-100,1.90507407286984,0.224,0.058,7.13787024772647e-96,"6","Fgf4"
"Smagp1",1.18316053542778e-99,1.94860206453599,0.255,0.076,3.85603850101266e-95,"6","Smagp"
"Greb11",9.16456186495887e-99,0.911984192745943,0.684,0.386,2.98682235740874e-94,"6","Greb1"
"Sp81",2.15067173789382e-97,1.43743287743677,0.456,0.207,7.00925426096974e-93,"6","Sp8"
"Cenpw",2.06307208388048e-96,0.660250421482455,0.955,0.871,6.72375822857488e-92,"6","Cenpw"
"Stmn32",2.21705037773676e-94,1.73385129060678,0.304,0.106,7.22558888608188e-90,"6","Stmn3"
"Aqp11",2.55009246636012e-92,1.9005118496687,0.265,0.085,8.31100635711426e-88,"6","Aqp11"
"Gm430782",6.56585892515357e-88,0.638250254927843,0.893,0.7,2.1398790822968e-83,"6","Gm43078"
"T2",4.39548562955659e-87,0.54202442712301,0.713,0.392,1.43253272152879e-82,"6","T"
"Frem22",6.2518707053792e-87,1.60095643676192,0.32,0.12,2.03754718159014e-82,"6","Frem2"
"Ezr2",2.74691328051079e-83,1.02869454949576,0.616,0.362,8.95246507251272e-79,"6","Ezr"
"Cdc42ep53",1.11165518669008e-80,1.2747672866746,0.418,0.191,3.62299541894164e-76,"6","Cdc42ep5"
"Mbp1",8.93104970614856e-80,1.6623857300643,0.251,0.083,2.91071840973088e-75,"6","Mbp"
"Fam222a1",9.71738129912142e-80,1.76757774802846,0.239,0.077,3.16699173919666e-75,"6","Fam222a"
"Itga61",5.21606959987442e-76,1.15649261033916,0.458,0.228,1.69996924329507e-71,"6","Itga6"
"mt-Tq",1.14103073670823e-75,1.76426854833448,0.209,0.063,3.7187332740058e-71,"6","mt-Tq"
"Ptk71",2.65419739180375e-74,0.919469665190055,0.655,0.419,8.65029471962761e-70,"6","Ptk7"
"Fgf31",4.26113556454182e-74,1.33224411559173,0.302,0.115,1.38874669183983e-69,"6","Fgf3"
"Dusp41",4.25839395257352e-73,1.14865135046458,0.487,0.259,1.38785317308324e-68,"6","Dusp4"
"Il17rd1",4.69424622705629e-73,0.957529452700701,0.569,0.326,1.52990178785992e-68,"6","Il17rd"
"Rasgrp21",4.54124848923349e-72,1.73026578508859,0.243,0.085,1.48003829512609e-67,"6","Rasgrp2"
"Epha12",7.99713556629528e-72,1.25634484711287,0.365,0.16,2.60634645241129e-67,"6","Epha1"
"Cystm11",1.64024306017149e-70,1.30789294492909,0.365,0.164,5.34571615740492e-66,"6","Cystm1"
"Bex42",2.95801974381924e-70,0.586344198118885,0.883,0.675,9.64048214708128e-66,"6","Bex4"
"Plekha2",1.16246904660859e-68,1.7280103655353,0.202,0.064,3.78860286980205e-64,"6","Plekha2"
"Gm493591",3.43194535881597e-67,1.25833533672929,0.663,0.438,1.11850531189171e-62,"6","Gm49359"
"Mgst12",6.70499379336242e-66,1.36637067035954,0.365,0.171,2.18522452719475e-61,"6","Mgst1"
"Dlg11",8.62190286744253e-65,1.14982588566303,0.444,0.236,2.80996436352819e-60,"6","Dlg1"
"Etv52",1.27535582787779e-63,1.03401297288511,0.474,0.258,4.1565121786365e-59,"6","Etv5"
"Alcam1",1.11454377286951e-62,1.38724720050455,0.253,0.096,3.63240961015903e-58,"6","Alcam"
"Celsr11",6.08166759179368e-61,1.31060589679949,0.326,0.147,1.98207628484148e-56,"6","Celsr1"
"Limch12",9.78739149713125e-61,0.894804615557079,0.422,0.206,3.18980876283005e-56,"6","Limch1"
"Sox21",3.09252839608678e-60,0.521870544675457,0.53,0.281,1.00788592956864e-55,"6","Sox2"
"Prkar2a1",4.03187547573676e-60,0.767912769192103,0.664,0.444,1.31402853629737e-55,"6","Prkar2a"
"Gtf3a1",4.51644739831839e-59,0.660816450433818,0.799,0.637,1.47195537158594e-54,"6","Gtf3a"
"Aspscr13",4.7575691388681e-58,0.860634176086325,0.613,0.401,1.5505393580485e-53,"6","Aspscr1"
"F2rl12",3.18436209929149e-57,1.40762494702266,0.257,0.104,1.03781545178009e-52,"6","F2rl1"
"Msi21",6.49757795367695e-57,0.72477505185374,0.72,0.539,2.11762563088285e-52,"6","Msi2"
"Zmynd81",1.91553454145413e-56,0.610721944872788,0.806,0.653,6.24291862405317e-52,"6","Zmynd8"
"Snhg91",3.30308077443644e-56,1.03166189691682,0.437,0.234,1.07650705519658e-51,"6","Snhg9"
"Atf7ip2",4.09877989699784e-55,1.53303289792767,0.21,0.078,1.33583335623057e-50,"6","Atf7ip2"
"Uchl5",2.6366635416577e-50,0.659617682442542,0.728,0.55,8.5931501486166e-46,"6","Uchl5"
"Hk21",1.40827881434325e-49,0.626487322513586,0.738,0.543,4.58972148382609e-45,"6","Hk2"
"Hes51",9.26468914893398e-49,1.02525085686156,0.259,0.11,3.01945484052907e-44,"6","Hes5"
"Dab12",2.10815122411937e-48,1.34645159354371,0.263,0.119,6.87067565452745e-44,"6","Dab1"
"Spint22",8.07306258303538e-48,0.94487151588386,0.445,0.259,2.63109182643706e-43,"6","Spint2"
"Mcc2",1.2257381916488e-45,0.94993440180232,0.423,0.247,3.99480334040259e-41,"6","Mcc"
"Necab21",3.11476090798164e-45,1.14751269762524,0.298,0.145,1.0151317275203e-40,"6","Necab2"
"Rexo2",5.96942843777361e-45,0.534306185588065,0.825,0.694,1.9454964221548e-40,"6","Rexo2"
"Fbxl14",6.6761135597695e-45,0.784075928560422,0.58,0.4,2.17581217026448e-40,"6","Fbxl14"
"Map1b",2.46765128020577e-44,0.544081775790397,0.713,0.517,8.04232228731864e-40,"6","Map1b"
"Pml",4.33584712208406e-44,1.12091078167678,0.301,0.148,1.41309593555842e-39,"6","Pml"
"Apba2",9.39483644977356e-44,1.30659413338748,0.238,0.106,3.0618711473457e-39,"6","Apba2"
"Uchl11",1.00474276019876e-43,0.833944693098014,0.479,0.296,3.2745571297638e-39,"6","Uchl1"
"Rtl8b2",3.89115426342109e-43,0.987906309727082,0.396,0.225,1.26816608599157e-38,"6","Rtl8b"
"Gdpd1",4.8153621009272e-43,1.1882685666374,0.247,0.111,1.56937466231318e-38,"6","Gdpd1"
"Nrxn21",5.90476460209869e-43,1.18642949329079,0.249,0.113,1.92442183146998e-38,"6","Nrxn2"
"Spint12",1.01020425923306e-42,1.2151902687387,0.265,0.126,3.29235670126646e-38,"6","Spint1"
"Dcxr2",1.73145202554587e-42,0.860320739548818,0.418,0.241,5.64297529645655e-38,"6","Dcxr"
"Rgs12",2.91858475435992e-42,0.986178191179655,0.409,0.243,9.51195957293441e-38,"6","Rgs12"
"Mllt31",6.58179276095661e-42,0.53060515843363,0.683,0.474,2.14507207872337e-37,"6","Mllt3"
"Aldh22",8.83549969594585e-42,0.521539364810663,0.796,0.616,2.87957770590571e-37,"6","Aldh2"
"Axin22",2.69284589325278e-41,0.707251241903604,0.556,0.365,8.77625405070013e-37,"6","Axin2"
"Col18a11",6.796415490995e-41,0.719811193556194,0.531,0.352,2.21501977267018e-36,"6","Col18a1"
"Zfp7032",2.31195948991997e-40,0.689033535235151,0.515,0.324,7.53490717359819e-36,"6","Zfp703"
"Zyx1",6.98255361624308e-39,0.68345524383999,0.603,0.441,2.27568404906978e-34,"6","Zyx"
"Cmtm71",2.20577223595007e-37,0.821741951737193,0.391,0.225,7.18883229418488e-33,"6","Cmtm7"
"Rab8b1",2.93951021586668e-37,0.834474667197005,0.476,0.304,9.58015774453109e-33,"6","Rab8b"
"Pak11",3.07108685480202e-37,0.72998163801011,0.538,0.37,1.00089791684853e-32,"6","Pak1"
"Acadl2",4.92001877598374e-36,0.850354089226711,0.443,0.282,1.60348331928086e-31,"6","Acadl"
"Epha22",2.09940941366646e-35,1.21192056013342,0.217,0.101,6.84218522008036e-31,"6","Epha2"
"Pim11",2.65078739059101e-35,0.827682161271168,0.39,0.23,8.63918118467515e-31,"6","Pim1"
"Rrp1b1",5.94176497844947e-35,0.545324062188707,0.725,0.574,1.93648062412647e-30,"6","Rrp1b"
"Epop1",6.46820571677306e-35,0.605571743978865,0.632,0.476,2.10805292515351e-30,"6","Epop"
"Ttc281",2.26927554816201e-34,0.610873316164904,0.534,0.36,7.39579593901481e-30,"6","Ttc28"
"Aldh7a1",2.62258500724476e-34,0.625764993766497,0.632,0.475,8.54726679711139e-30,"6","Aldh7a1"
"Zfp36l22",4.66241870650232e-34,0.616356096599676,0.538,0.361,1.51952888063617e-29,"6","Zfp36l2"
"Sall31",1.52719637669422e-33,0.687923342661948,0.477,0.315,4.97728571128415e-29,"6","Sall3"
"Rtl8a3",5.49345427981531e-33,0.755472972273737,0.404,0.249,1.79037168433461e-28,"6","Rtl8a"
"Olfm11",6.05960083255132e-33,0.922267687654639,0.331,0.19,1.9748845073368e-28,"6","Olfm1"
"Sox131",5.50575699914863e-32,0.993185859516795,0.245,0.124,1.79438126359253e-27,"6","Sox13"
"Plgrkt",1.86853987764294e-31,0.768471948038835,0.429,0.282,6.08975831522612e-27,"6","Plgrkt"
"Lgalsl1",5.85679859512004e-31,0.850310871466962,0.365,0.222,1.90878923013557e-26,"6","Lgalsl"
"F11r1",3.0013057623909e-29,0.693856254462688,0.406,0.258,9.7815556102082e-25,"6","F11r"
"Cxxc52",8.33854111925668e-29,0.52074471623453,0.625,0.473,2.71761393617694e-24,"6","Cxxc5"
"Aven1",8.76561942539466e-29,0.589699814376686,0.545,0.39,2.85680302693037e-24,"6","Aven"
"Ext11",1.45578368980152e-27,0.662058930394363,0.49,0.352,4.74454462343212e-23,"6","Ext1"
"Ets21",5.90946089269338e-26,0.820163717998274,0.37,0.24,1.9259523995377e-21,"6","Ets2"
"Ptpn141",6.38200829654659e-25,0.816915438397007,0.305,0.184,2.0799603239275e-20,"6","Ptpn14"
"Igfbp32",1.40561019641217e-24,0.815626734320232,0.225,0.121,4.58102419112689e-20,"6","Igfbp3"
"Hook12",2.79082505239979e-24,0.867845925320285,0.282,0.169,9.09557792827614e-20,"6","Hook1"
"Meis31",4.18668943397193e-24,0.759097484781675,0.294,0.175,1.36448395342579e-19,"6","Meis3"
"Kitl",4.43694061909684e-22,0.719142807535338,0.262,0.152,1.44604331716985e-17,"6","Kitl"
"Spata131",6.17851270366201e-22,0.803585279347641,0.292,0.182,2.01363907525049e-17,"6","Spata13"
"Chst71",1.19952500959756e-21,0.830256069284842,0.224,0.126,3.90937195877942e-17,"6","Chst7"
"3110082I17Rik",1.61190097754273e-21,0.552514883942024,0.52,0.39,5.2533464759095e-17,"6","3110082I17Rik"
"Gm43222",1.6385524340314e-21,0.629191146907581,0.401,0.276,5.34020623775175e-17,"6","Gm4322"
"Armc10",2.45572833400637e-21,0.5800844032991,0.463,0.337,8.00346421336018e-17,"6","Armc10"
"Ina2",1.13248357632032e-20,0.542073640132251,0.326,0.204,3.69087722358557e-16,"6","Ina"
"Lama52",1.83061787128126e-20,0.720806382488507,0.28,0.173,5.96616670429277e-16,"6","Lama5"
"Plekha71",4.38736469162263e-20,0.769018255041668,0.298,0.192,1.42988602664673e-15,"6","Plekha7"
"Chic11",4.98547208756389e-20,0.766506027227814,0.278,0.174,1.62481520805795e-15,"6","Chic1"
"Zfp467",5.709308173588e-20,0.879003260288642,0.207,0.116,1.86072062685407e-15,"6","Zfp467"
"Pdrg1",1.8854237967755e-19,0.576212156617793,0.428,0.305,6.14478469607102e-15,"6","Pdrg1"
"Prickle11",2.64407326558164e-19,0.620191342713925,0.372,0.255,8.61729917985712e-15,"6","Prickle1"
"Lrp83",3.60379465783152e-19,0.577205032551972,0.379,0.259,1.17451271693387e-14,"6","Lrp8"
"Ctnnal1",4.86472144867701e-19,0.63464371962781,0.387,0.275,1.58546136733833e-14,"6","Ctnnal1"
"Gm101101",7.5728893042161e-19,0.641295841207961,0.315,0.202,2.46808035313707e-14,"6","Gm10110"
"Alpl3",7.77885605388268e-19,0.601308801094892,0.328,0.214,2.53520697652091e-14,"6","Alpl"
"Rpgrip1",9.45175556620917e-19,0.681575576780666,0.246,0.146,3.08042165658323e-14,"6","Rpgrip1"
"Fah2",1.00472211600259e-18,0.839981879602701,0.236,0.143,3.27448984826403e-14,"6","Fah"
"Rps2-ps10",1.09308101560592e-18,0.508249336817534,0.446,0.325,3.56246033796124e-14,"6","Rps2-ps10"
"Ror2",1.74774251330325e-18,0.605049955263634,0.384,0.274,5.69606762510661e-14,"6","Ror2"
"Dqx12",5.94436675194056e-18,0.555080681417127,0.294,0.187,1.93732856812495e-13,"6","Dqx1"
"Cdca7l",8.99377509458737e-18,0.51661600879027,0.456,0.337,2.93116124107697e-13,"6","Cdca7l"
"Lsr2",2.50058551581438e-17,0.510770428981796,0.432,0.316,8.14965825459063e-13,"6","Lsr"
"Rac33",2.71444261501066e-17,0.567769652499657,0.378,0.265,8.84663992658124e-13,"6","Rac3"
