"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Agpat3",3.41894812512755e-17,0.673204385418216,0.323,0.224,1.11426938346032e-12,"6","Agpat3"
"Ggct2",6.21837941197337e-17,0.74527632944344,0.259,0.166,2.02663203415624e-12,"6","Ggct"
"Bard1",7.39935508703729e-17,0.688011796452658,0.26,0.166,2.41152381641632e-12,"6","Bard1"
"Rab26os",8.73648034592757e-17,0.787081165157525,0.205,0.121,2.84730630954125e-12,"6","Rab26os"
"Zmat3",1.31393761069037e-16,0.533249642143219,0.426,0.316,4.28225406700097e-12,"6","Zmat3"
"Gm445101",2.57067166985884e-16,0.641212213446022,0.273,0.177,8.37807603923693e-12,"6","Gm44510"
"Src",3.23898358038603e-16,0.775774809303032,0.223,0.138,1.05561713868361e-11,"6","Src"
"Sdc11",9.72953121997445e-16,0.502929765168034,0.442,0.33,3.17095151990187e-11,"6","Sdc1"
"Mycl1",1.0159378617663e-15,0.646732987050429,0.255,0.163,3.31104308528254e-11,"6","Mycl"
"Eno1b1",1.082210417443e-15,0.569849102054622,0.359,0.255,3.52703197148849e-11,"6","Eno1b"
"Gm47351",1.26679703028305e-15,0.728013290004219,0.243,0.156,4.12861820139549e-11,"6","Gm4735"
"Gpd22",3.71828619910306e-15,0.50618126398079,0.434,0.33,1.21182665514968e-10,"6","Gpd2"
"Lin28b",4.60476946924966e-15,0.577828650752393,0.365,0.266,1.50074041772316e-10,"6","Lin28b"
"Celf42",5.85760929112151e-15,0.637116110171672,0.216,0.133,1.90905344406941e-10,"6","Celf4"
"Soga3",1.04393702966712e-14,0.759628885996131,0.23,0.148,3.4022951733881e-10,"6","Soga3"
"Pid12",1.70741288422346e-14,0.775910051126941,0.202,0.125,5.56462933097269e-10,"6","Pid1"
"Chpf",3.16705979323324e-14,0.694038880086998,0.236,0.153,1.03217645721265e-09,"6","Chpf"
"Prom11",3.18202621422865e-14,0.534857578382986,0.328,0.233,1.03705416347926e-09,"6","Prom1"
"Cers42",3.77128049242043e-14,0.635713455184207,0.266,0.18,1.22909802528474e-09,"6","Cers4"
"Npm3-ps11",4.46098319564188e-14,0.535778624014809,0.315,0.217,1.45387903329165e-09,"6","Npm3-ps1"
"Mpst",4.483777935171e-14,0.568778911952533,0.309,0.214,1.46130806685158e-09,"6","Mpst"
"Rgs172",6.03699667246262e-14,0.665479695287203,0.219,0.139,1.96751758552229e-09,"6","Rgs17"
"Map7d23",7.24288554530076e-14,0.721168031695202,0.239,0.158,2.36052882806897e-09,"6","Map7d2"
"H1f1",8.3665954782705e-14,0.591830088114081,0.42,0.33,2.72675713232314e-09,"6","H1f1"
"Gm24357",1.47067365589865e-13,0.65045664722005,0.242,0.159,4.79307251193928e-09,"6","Gm24357"
"Fam98c2",3.66323564252152e-13,0.566974071660854,0.28,0.191,1.19388512825419e-08,"6","Fam98c"
"Gldc3",7.13128260587629e-13,0.60922040898182,0.268,0.185,2.32415631408114e-08,"6","Gldc"
"Paip2b",7.46728329074215e-13,0.576369506923671,0.337,0.247,2.43366229728578e-08,"6","Paip2b"
"Gabarapl1",1.4213556263176e-12,0.510685705476779,0.311,0.222,4.6323401217317e-08,"6","Gabarapl1"
"Aftph",2.95141620649607e-12,0.609365713672455,0.279,0.197,9.61896055859135e-08,"6","Aftph"
"Zscan102",6.63276431080122e-12,0.632851050728791,0.211,0.139,2.16168421653322e-07,"6","Zscan10"
"Trmt61a1",7.4575076882847e-12,0.549094345906451,0.238,0.161,2.43047633068887e-07,"6","Trmt61a"
"Polr1e",8.09254911259911e-12,0.535727302473901,0.347,0.262,2.63744268128718e-07,"6","Polr1e"
"Baiap2l11",1.49640646308009e-11,0.546526819377358,0.203,0.131,4.87693830382432e-07,"6","Baiap2l1"
"Hsd17b7",3.9289413973677e-11,0.580104007469413,0.308,0.228,1.28048129081611e-06,"6","Hsd17b7"
"H2bc18",5.44918899251209e-11,0.516403658657204,0.335,0.253,1.77594518454962e-06,"6","H2bc18"
"Mcrip22",6.03731481162618e-11,0.698999562802848,0.209,0.141,1.96762127025709e-06,"6","Mcrip2"
"Pxmp21",9.09119896193971e-11,0.630819842449823,0.231,0.161,2.96291265368577e-06,"6","Pxmp2"
"Rps6ka11",1.23248969989678e-10,0.521774614946046,0.317,0.239,4.0168071809336e-06,"6","Rps6ka1"
"Dsp1",1.51297903398372e-10,0.557381765152841,0.236,0.163,4.93094996965634e-06,"6","Dsp"
"Enc11",1.82793014004476e-10,0.55073755221726,0.215,0.146,5.95740711941986e-06,"6","Enc1"
"Mapk121",5.35732527567717e-10,0.600499242936638,0.218,0.152,1.74600588059595e-05,"6","Mapk12"
"Gm16580",1.56344293571166e-09,0.566612010784822,0.222,0.157,5.09541687177786e-05,"6","Gm16580"
"Med121",1.6026852921837e-09,0.500859247239515,0.279,0.207,5.22331163575589e-05,"6","Med12"
"Snx101",2.14666662288193e-09,0.539982356325952,0.223,0.157,6.99620119063449e-05,"6","Snx10"
"Serpine2",2.89457786973269e-09,0.566848815020635,0.241,0.176,9.43371873524582e-05,"6","Serpine2"
"Foxred1",4.40459445961505e-09,0.568828326504972,0.211,0.148,0.000143550138033314,"6","Foxred1"
"Dyrk31",5.26173919955773e-09,0.513061693382427,0.245,0.177,0.000171485342252786,"6","Dyrk3"
"Entpd61",6.6635167082791e-09,0.51007650421777,0.238,0.172,0.000217170673039524,"6","Entpd6"
"Nfkbil1",1.10677944505892e-08,0.547061768545596,0.23,0.167,0.000360710488939152,"6","Nfkbil1"
"1300002E11Rik",8.31850221317412e-08,0.550906960622608,0.216,0.158,0.00271108305629558,"6","1300002E11Rik"
"Rragb1",9.01674966515139e-08,0.532760933011505,0.2,0.143,0.00293864888336949,"6","Rragb"
"Dipk2a2",1.89969817419761e-07,0.500388538607712,0.217,0.161,0.00619130631952744,"6","Dipk2a"
"Sox22",0,2.1707787231431,0.861,0.259,0,"7","Sox2"
"Sema3a2",0,3.0678879881866,0.568,0.082,0,"7","Sema3a"
"Crabp21",0,1.99916323875988,0.935,0.459,0,"7","Crabp2"
"Id21",0,2.1087267791277,0.7,0.226,0,"7","Id2"
"Epha52",0,2.05138085576547,0.645,0.172,0,"7","Epha5"
"Plagl1",0,3.22786044987952,0.512,0.074,0,"7","Plagl1"
"Irx3",0,2.50473626382009,0.531,0.1,0,"7","Irx3"
"Hoxc91",0,2.69217154479089,0.517,0.099,0,"7","Hoxc9"
"Hoxc81",0,2.47731516417176,0.494,0.103,0,"7","Hoxc8"
"Hoxa91",0,2.96665540337383,0.421,0.063,0,"7","Hoxa9"
"Slc2a12",0,1.65685878996988,0.97,0.617,0,"7","Slc2a1"
"Pla2g71",0,3.00737913441258,0.364,0.052,0,"7","Pla2g7"
"Hoxc101",0,3.80683254671495,0.332,0.034,0,"7","Hoxc10"
"Sox1",0,3.55542923617541,0.279,0.026,0,"7","Sox1"
"Cdh6",0,3.81256851145826,0.241,0.021,0,"7","Cdh6"
"Igfbp51",4.52157094443986e-304,1.30681311273066,0.779,0.257,1.47362518650239e-299,"7","Igfbp5"
"Hoxa10",4.40683488369099e-303,3.82593822481309,0.21,0.017,1.43623155694373e-298,"7","Hoxa10"
"Sox32",2.40400073822492e-297,2.31622796921288,0.541,0.135,7.83487880594882e-293,"7","Sox3"
"Hoxc61",7.37571836939908e-297,2.74532994195077,0.386,0.068,2.40382037377086e-292,"7","Hoxc6"
"Ptn1",1.79572975844915e-291,1.51447680520429,0.987,0.727,5.85246285576162e-287,"7","Ptn"
"Atp2b11",8.14423864753249e-281,1.4686098494442,0.942,0.671,2.65428881761731e-276,"7","Atp2b1"
"Cdx42",3.7340391626653e-279,2.30961823743435,0.528,0.137,1.21696070350425e-274,"7","Cdx4"
"Scube2",4.55849562691313e-267,2.50833390834117,0.312,0.047,1.48565930976726e-262,"7","Scube2"
"Psip11",1.72885524379899e-265,0.741823950145156,1,0.986,5.63451212506527e-261,"7","Psip1"
"Hoxaas31",1.24496758311833e-257,2.36661664608297,0.545,0.163,4.05747385014094e-253,"7","Hoxaas3"
"Hoxb5os1",1.01516111749133e-256,2.1903722996831,0.555,0.163,3.30851159801601e-252,"7","Hoxb5os"
"Ociad2",2.39626022766915e-255,2.59128802284389,0.365,0.069,7.80965170799653e-251,"7","Ociad2"
"Ncam13",6.47331085576831e-246,1.40498630431141,0.915,0.532,2.10971674100345e-241,"7","Ncam1"
"Sfrp2",5.74987431138822e-241,1.74247880184965,0.64,0.227,1.87394153682454e-236,"7","Sfrp2"
"Gm42676",8.24546775655295e-239,3.09094815021079,0.21,0.023,2.68728039653817e-234,"7","Gm42676"
"Mafb",1.93691268922489e-235,2.75460599543739,0.349,0.068,6.31259214545284e-231,"7","Mafb"
"Chd32",4.99799929118487e-233,1.76312710580395,0.682,0.265,1.62889794899006e-228,"7","Chd3"
"Mllt32",9.0824709990141e-232,1.42764577907142,0.859,0.463,2.96006812328869e-227,"7","Mllt3"
"Olfm2",3.70179661592933e-230,2.91030814223306,0.265,0.039,1.20645253509753e-225,"7","Olfm2"
"Trim21",1.08656779973835e-229,2.35136108106688,0.388,0.085,3.54123311612724e-225,"7","Trim2"
"Mbp2",7.30794429203016e-220,2.30404578146693,0.362,0.076,2.38173212421555e-215,"7","Mbp"
"Rprm",2.07352269267649e-217,2.61079180263252,0.291,0.05,6.75781780770195e-213,"7","Rprm"
"Hoxb92",4.32799175879745e-217,2.01078511613505,0.474,0.127,1.41053579410968e-212,"7","Hoxb9"
"Dtx4",2.24218548983472e-207,2.5034192453304,0.308,0.059,7.30750672992033e-203,"7","Dtx4"
"Pcgf5",8.58995208189173e-203,2.42109771226522,0.332,0.07,2.79955128300933e-198,"7","Pcgf5"
"Syt11",9.46907022471091e-203,2.17058236712671,0.395,0.097,3.08606467693553e-198,"7","Syt11"
"Hoxa72",4.15495626857002e-196,2.025352051654,0.438,0.121,1.35414179748965e-191,"7","Hoxa7"
"Wls1",1.66537788983859e-191,1.34656746096222,0.828,0.462,5.42763308077294e-187,"7","Wls"
"Igdcc32",4.42108353803794e-187,1.08933303971415,0.922,0.685,1.44087533588195e-182,"7","Igdcc3"
"Mkrn12",2.56613902572001e-182,0.929368672144015,0.936,0.609,8.36330369872408e-178,"7","Mkrn1"
"Ccnd11",2.20273843054079e-181,1.03774981202666,0.945,0.733,7.1789448189755e-177,"7","Ccnd1"
"Slc2a32",4.45192728438334e-179,1.16555923730285,0.726,0.322,1.45092762125337e-174,"7","Slc2a3"
"Gm715",4.37998181121309e-177,2.60802988978789,0.23,0.038,1.42747987209246e-172,"7","Gm715"
"Hes3",2.22692777979972e-164,2.57355232168178,0.247,0.047,7.25778032714528e-160,"7","Hes3"
"Uchl12",1.84118537520139e-163,1.49293085824003,0.646,0.285,6.00060725631886e-159,"7","Uchl1"
"Tox3",9.88958678902695e-163,1.61062034328949,0.546,0.203,3.22311523041177e-158,"7","Tox3"
"Gja11",3.363065000785e-162,1.23058752854774,0.829,0.518,1.09605651440584e-157,"7","Gja1"
"Mycl2",5.46733759715554e-162,1.79669636160873,0.459,0.15,1.78185999628896e-157,"7","Mycl"
"Arhgap24",7.27287441010745e-162,2.06740207454844,0.333,0.083,2.37030249899812e-157,"7","Arhgap24"
"Hoxc41",3.74345603903882e-161,2.28626262561005,0.282,0.061,1.22002975768314e-156,"7","Hoxc4"
"Dek1",1.17358045077835e-158,0.562627413978245,0.999,0.984,3.82481604713173e-154,"7","Dek"
"Hmgb32",1.60395820472395e-155,0.792495803608456,0.977,0.868,5.22746018501582e-151,"7","Hmgb3"
"Apela1",8.02916079443651e-147,1.65619536497084,0.486,0.179,2.6167837945148e-142,"7","Apela"
"Wnt5a2",2.32172579800878e-140,1.41958761603437,0.661,0.324,7.56673654829041e-136,"7","Wnt5a"
"Map1b1",2.53782378378742e-136,1.12295640075431,0.814,0.511,8.27102149374159e-132,"7","Map1b"
"Col2a12",4.00122857588977e-136,1.44886648259474,0.48,0.173,1.30404040516823e-131,"7","Col2a1"
"Sox211",7.17423659106141e-135,1.96596387799448,0.245,0.054,2.33815544739282e-130,"7","Sox21"
"Hoxd91",1.2062633683935e-132,2.08144356930888,0.231,0.049,3.93133294393126e-128,"7","Hoxd9"
"Pcdh7",1.50585709407742e-130,2.33191391056082,0.227,0.049,4.90773885530773e-126,"7","Pcdh7"
"Cd24a1",4.56501348257489e-127,0.75957917581047,0.955,0.791,1.48778354410598e-122,"7","Cd24a"
"Fabp52",1.21906479092879e-126,0.830422676720919,0.947,0.807,3.97305406011602e-122,"7","Fabp5"
"Nin",1.63944734423485e-126,1.73888511885191,0.412,0.147,5.3431228395958e-122,"7","Nin"
"Sox111",1.03671207775809e-124,0.609107520371136,0.986,0.908,3.37874833262138e-120,"7","Sox11"
"Tuba1a",2.97965767862228e-124,0.631845401481259,0.995,0.961,9.71100234039788e-120,"7","Tuba1a"
"Tagln3",3.36432017671978e-124,1.92637638734944,0.256,0.062,1.09646558879474e-119,"7","Tagln3"
"Irx1",1.73722710234936e-123,1.81698891467539,0.313,0.089,5.66179684926679e-119,"7","Irx1"
"Dbi",5.75643190788541e-122,0.54259697039849,0.995,0.973,1.87607872309893e-117,"7","Dbi"
"Zbtb161",6.40929595620329e-122,1.36509695416998,0.449,0.163,2.08885364508621e-117,"7","Zbtb16"
"Fat3",9.10214244451258e-118,2.11200758040015,0.231,0.054,2.9664792440911e-113,"7","Fat3"
"Slc25a41",1.08421025504937e-117,0.524088363283015,0.995,0.968,3.53354964223141e-113,"7","Slc25a4"
"Spsb41",1.74318580190077e-115,1.46637450126221,0.443,0.168,5.68121684697479e-111,"7","Spsb4"
"Sema3e1",2.17244732193226e-115,2.14038223968276,0.215,0.048,7.08022306690943e-111,"7","Sema3e"
"Celsr12",2.50445464317058e-115,1.56871689048554,0.4,0.143,8.16226812755725e-111,"7","Celsr1"
"Tdrkh1",7.3867079241751e-115,1.66512060063386,0.36,0.12,2.40740197956791e-110,"7","Tdrkh"
"Ssbp21",3.52177399721646e-109,1.28911705084163,0.524,0.235,1.14778136343282e-104,"7","Ssbp2"
"Zfp4221",1.62634878044439e-107,1.18355552548723,0.637,0.333,5.30043331034632e-103,"7","Zfp422"
"Peg12",3.24710108282942e-107,1.44870415225388,0.41,0.152,1.05826271390494e-102,"7","Peg12"
"Hoxb71",1.2885158217231e-106,1.84148057386762,0.276,0.079,4.19940191457775e-102,"7","Hoxb7"
"Map2k61",7.57739694799955e-106,1.27452186284624,0.563,0.272,2.46954943932253e-101,"7","Map2k6"
"Mpped2",1.06681343218249e-104,1.51268278751856,0.41,0.159,3.47685165682596e-100,"7","Mpped2"
"Hoxb42",2.83701451125519e-103,1.39819748127022,0.425,0.167,9.24611399363178e-99,"7","Hoxb4"
"Gfra3",1.00209971983359e-101,2.0966101800725,0.214,0.053,3.26594319690966e-97,"7","Gfra3"
"Marcksl11",1.18166931152629e-100,0.516295071039251,0.988,0.966,3.85117845319534e-96,"7","Marcksl1"
"Sox132",2.78364383182454e-100,1.64890980381071,0.337,0.118,9.07217361229936e-96,"7","Sox13"
"Nipsnap3b",1.13360241954006e-99,1.21550625725951,0.562,0.277,3.69452364552301e-95,"7","Nipsnap3b"
"Tpd522",1.39656429852015e-98,1.20010852448248,0.564,0.281,4.55154270530703e-94,"7","Tpd52"
"Selenop2",5.26807573445072e-97,1.60561925692754,0.348,0.124,1.71691856261484e-92,"7","Selenop"
"Tanc2",4.42959005636043e-94,1.86384371417532,0.246,0.071,1.44364769526843e-89,"7","Tanc2"
"Acot72",6.01746545594037e-94,1.14050426189061,0.541,0.263,1.96115216674553e-89,"7","Acot7"
"Hmga21",1.26188492121343e-93,0.549672052396379,0.98,0.772,4.11260914672668e-89,"7","Hmga2"
"Hoxb82",1.79553353610678e-92,1.75833764279469,0.323,0.116,5.85182334752561e-88,"7","Hoxb8"
"Irx5",2.32202597404339e-92,1.65212349113071,0.236,0.066,7.56771485200481e-88,"7","Irx5"
"Gm16732",9.60144260076756e-92,0.73425348655407,0.89,0.651,3.12920615801615e-87,"7","Gm1673"
"Fzd21",4.40156805694228e-91,0.802187892475998,0.832,0.579,1.43451504543806e-86,"7","Fzd2"
"Psd3",1.4087805675651e-90,1.87975866316478,0.21,0.055,4.59135674775141e-86,"7","Psd3"
"Palld1",7.10005373827599e-90,1.34754696269302,0.496,0.237,2.31397851384153e-85,"7","Palld"
"Mxra71",4.66528023829844e-89,1.41098495916621,0.39,0.16,1.52046148246385e-84,"7","Mxra7"
"Prickle12",4.50552886416944e-87,1.18348628609064,0.512,0.246,1.46839691212146e-82,"7","Prickle1"
"Hoxb32",7.65021588981865e-87,1.46467073145724,0.361,0.142,2.4932818606508e-82,"7","Hoxb3"
"Cdca8",1.5954974425118e-86,0.735069442565134,0.927,0.787,5.19988571489021e-82,"7","Cdca8"
"Pclaf1",2.58485831736601e-86,0.521764352613808,0.982,0.909,8.42431174212755e-82,"7","Pclaf"
"Prkar2a2",2.27976423893728e-84,0.940152553390395,0.714,0.441,7.42997963112048e-80,"7","Prkar2a"
"Nrxn22",4.03292524304786e-83,1.45297813849849,0.305,0.109,1.31437066596173e-78,"7","Nrxn2"
"Rrm2",4.58255754628814e-83,0.785725213708148,0.887,0.736,1.49350132991077e-78,"7","Rrm2"
"Hibadh",9.59447073529259e-79,1.0754110072409,0.616,0.368,3.12693395733921e-74,"7","Hibadh"
"Arf4",7.4452105869471e-77,0.633769096847055,0.904,0.784,2.42646858239193e-72,"7","Arf4"
"Zfand5",1.12735712439922e-76,0.899351175987502,0.815,0.642,3.6741696041295e-72,"7","Zfand5"
"Zfp4621",1.29864920106928e-76,1.05015888015473,0.556,0.299,4.23242761120491e-72,"7","Zfp462"
"Dynll2",4.86772804762379e-76,0.614956655543873,0.904,0.743,1.58644124800107e-71,"7","Dynll2"
"Auts21",9.571201664765e-74,0.833297470368611,0.759,0.504,3.11935033456356e-69,"7","Auts2"
"Hmgb1-ps71",4.47555222971547e-73,1.36359159104059,0.313,0.121,1.45862722718657e-68,"7","Hmgb1-ps7"
"Cdh21",1.26595336016398e-72,0.670551208141592,0.85,0.603,4.12586859611043e-68,"7","Cdh2"
"Fndc5",4.62657400377885e-71,1.56785861375275,0.205,0.063,1.50784673357156e-66,"7","Fndc5"
"Sat13",2.623917492235e-70,1.5611280503433,0.385,0.182,8.55160949894308e-66,"7","Sat1"
"Wnt4",3.47772887502673e-70,1.77141325508146,0.221,0.072,1.13342661765996e-65,"7","Wnt4"
"Pdgfa2",1.41593885579781e-68,1.04054409980246,0.431,0.203,4.61468632493064e-64,"7","Pdgfa"
"Greb12",3.19277175322375e-68,0.811554309231487,0.646,0.39,1.04055624209315e-63,"7","Greb1"
"Slc16a1",3.504280170736e-68,0.87482092900622,0.557,0.312,1.14207995044457e-63,"7","Slc16a1"
"Dnajc9",2.70943845455093e-66,0.549420944013975,0.923,0.802,8.83033086722693e-62,"7","Dnajc9"
"Resf1",2.99107751616835e-66,0.856697718003867,0.747,0.535,9.74822073294427e-62,"7","Resf1"
"Rspo12",3.68066218521627e-66,1.88312106161184,0.25,0.093,1.19956461278383e-61,"7","Rspo1"
"Sp82",6.44633801655033e-66,1.00900348108004,0.432,0.209,2.10092602297392e-61,"7","Sp8"
"Cemip2",1.32716179368112e-65,1.23071875661165,0.38,0.175,4.32535300178613e-61,"7","Cemip2"
"Ube2e31",2.98948391764031e-65,0.606526212647289,0.87,0.719,9.74302703598154e-61,"7","Ube2e3"
"Cdca71",3.90647844502426e-65,0.567701328706548,0.912,0.763,1.27316039001786e-60,"7","Cdca7"
"Lmo41",1.35659081720528e-64,0.643621369101735,0.877,0.737,4.42126513235371e-60,"7","Lmo4"
"Cenpv",7.4532026085069e-64,0.833023615880392,0.667,0.424,2.42907326213848e-59,"7","Cenpv"
"Igsf91",8.52416416443004e-64,1.24646840279337,0.329,0.141,2.77811034282939e-59,"7","Igsf9"
"Hmgcs1",1.91307057419064e-61,0.701480728857843,0.854,0.702,6.2348883083447e-57,"7","Hmgcs1"
"Cib11",2.83090228094493e-61,0.955758819281619,0.557,0.323,9.22619362382761e-57,"7","Cib1"
"Cdk2ap1",5.24809457142209e-61,0.515791290076507,0.923,0.828,1.71040650177217e-56,"7","Cdk2ap1"
"Fzd3",1.86106088498553e-60,0.888034128377115,0.568,0.331,6.06538353025635e-56,"7","Fzd3"
"Lhpp2",1.68419244837509e-59,0.707715481902769,0.652,0.4,5.48895160849927e-55,"7","Lhpp"
"Greb1l1",1.70335676546561e-59,0.756116535924363,0.59,0.338,5.55141003432897e-55,"7","Greb1l"
"Tmsb4x1",2.73069962428983e-59,0.542387489009248,0.894,0.75,8.89962314552298e-55,"7","Tmsb4x"
"Igf1r2",5.30550886297269e-59,0.716956200998493,0.697,0.461,1.72911839353143e-54,"7","Igf1r"
"Gdf111",1.56260532685426e-58,1.22643809745934,0.309,0.132,5.0926870207507e-54,"7","Gdf11"
"Bicd1",5.86852919444586e-58,1.43446227082575,0.229,0.084,1.91261234976185e-53,"7","Bicd1"
"Tmem132c1",1.39268276756716e-57,0.82950139848554,0.493,0.258,4.53889240777814e-53,"7","Tmem132c"
"Ndn",1.63153457588627e-57,0.762340337489875,0.682,0.469,5.31733433627094e-53,"7","Ndn"
"Fgfbp31",1.75110088675212e-57,1.05448293966412,0.354,0.163,5.70701290001385e-53,"7","Fgfbp3"
"Nrp11",2.37686590230007e-57,1.0863849497876,0.313,0.134,7.74644366218615e-53,"7","Nrp1"
"Arl4a1",2.97425914278928e-57,1.06638532527231,0.491,0.282,9.69340797226455e-53,"7","Arl4a"
"Stk38l",4.29392608315226e-57,1.35431204012357,0.267,0.108,1.39943344976015e-52,"7","Stk38l"
"Pitrm11",3.7730589179677e-56,0.881728354180299,0.661,0.467,1.22967763195485e-51,"7","Pitrm1"
"Id3",4.48248676607553e-56,0.910792311727554,0.753,0.584,1.46088726193167e-51,"7","Id3"
"Klhdc2",8.13613221086886e-56,0.52608819244822,0.886,0.77,2.65164684884427e-51,"7","Klhdc2"
"Lpar61",2.58989782959283e-55,1.03845444010625,0.454,0.247,8.440736016426e-51,"7","Lpar6"
"Dennd5b",2.68720759768475e-55,0.984189816734554,0.463,0.255,8.75787828161438e-51,"7","Dennd5b"
"Golm1",3.54198065439798e-54,0.713342441529021,0.699,0.474,1.15436691507485e-49,"7","Golm1"
"Mettl9",5.11609330508116e-54,0.54556145235751,0.875,0.74,1.667385969059e-49,"7","Mettl9"
"Rtn3",1.62460627263876e-53,0.58990477968132,0.846,0.717,5.29475430315697e-49,"7","Rtn3"
"Snrnp40",2.17786119769036e-53,0.532677921289995,0.881,0.746,7.09786742939264e-49,"7","Snrnp40"
"Chic12",6.36610999627664e-53,1.11890559986885,0.351,0.169,2.07477890888652e-48,"7","Chic1"
"Cystm12",9.13904567594801e-53,1.07522294124369,0.349,0.166,2.97850637624821e-48,"7","Cystm1"
"Fgfrl1",1.81345767752679e-52,1.2199485772084,0.261,0.107,5.91023991682756e-48,"7","Fgfrl1"
"Mex3b2",2.90092847621664e-52,0.917594402729022,0.445,0.237,9.45441599683764e-48,"7","Mex3b"
"Arhgap101",3.34629554534163e-52,0.986524793062622,0.419,0.219,1.09059118118229e-47,"7","Arhgap10"
"Vim",4.22493124185979e-51,0.686654842766455,0.801,0.652,1.37694734103452e-46,"7","Vim"
"Ptprz11",6.20103938626302e-51,0.732073894601069,0.404,0.201,2.02098074637698e-46,"7","Ptprz1"
"Cntfr",1.54148996090668e-49,1.27163315915282,0.248,0.103,5.02386993159095e-45,"7","Cntfr"
"Gkap1",3.17909601978654e-49,0.7386427832363,0.669,0.451,1.03609918380863e-44,"7","Gkap1"
"Skap2",3.78006646936503e-49,0.65927314402704,0.697,0.483,1.23196146303076e-44,"7","Skap2"
"Kitl1",1.50703850113663e-48,0.952665293014854,0.322,0.148,4.9115891790544e-44,"7","Kitl"
"Pdia5",3.4851993826727e-48,1.30013164740168,0.232,0.094,1.13586133080686e-43,"7","Pdia5"
"Hoxb21",5.18660677285221e-48,0.936990704758115,0.419,0.229,1.69036701334026e-43,"7","Hoxb2"
"Tmed2",7.84703630839124e-48,0.832150594661383,0.53,0.325,2.55742760326779e-43,"7","Tmed2"
"Kdm7a1",1.4880852693357e-47,0.922897133189686,0.439,0.245,4.84981870129199e-43,"7","Kdm7a"
"Nmral11",1.57926993422727e-47,0.691906436069285,0.692,0.481,5.14699864264009e-43,"7","Nmral1"
"Gtf3a2",3.36747677740593e-47,0.561628593228338,0.824,0.635,1.09749435652437e-42,"7","Gtf3a"
"Fam49b",7.89783351785021e-47,0.626351021235664,0.741,0.557,2.57398292180256e-42,"7","Fam49b"
"Cuedc11",1.40606131910483e-45,1.00883410599238,0.316,0.151,4.58249444509454e-41,"7","Cuedc1"
"Rcbtb21",4.07646543803633e-45,0.698444911256204,0.626,0.414,1.32856085091042e-40,"7","Rcbtb2"
"Slc39a62",5.29631756529753e-45,0.772478598858794,0.482,0.277,1.72612285770612e-40,"7","Slc39a6"
"Hdac2",1.19382410916863e-44,0.532247244517499,0.841,0.689,3.89079215419147e-40,"7","Hdac2"
"Sall2",2.31303025795919e-43,0.902592293030995,0.397,0.217,7.53839691371478e-39,"7","Sall2"
"Polr3k",4.18336411675376e-43,0.598007280032744,0.757,0.583,1.36340019929122e-38,"7","Polr3k"
"Pnp",8.22523992105044e-43,0.627607144998717,0.687,0.493,2.68068794266955e-38,"7","Pnp"
"Sh3bgrl1",1.0684006788762e-42,0.503357000765505,0.797,0.628,3.48202465252543e-38,"7","Sh3bgrl"
"Fhl1",2.03893230692239e-42,0.862355971304718,0.436,0.25,6.64508428149077e-38,"7","Fhl1"
"Rnf165",3.31511767843962e-42,1.03966066068282,0.263,0.119,1.08043000258026e-37,"7","Rnf165"
