"Sample","Distance_microns","Gray_Value"
"wt_3",816.312,23389.609
"wt_3",816.642,23585.016
"wt_3",816.971,23689.434
"wt_3",817.301,23570.555
"wt_3",817.63,23705.771
"wt_3",817.959,23616.783
"wt_3",818.289,23813.693
"wt_3",818.618,23815.355
"wt_3",818.948,23820.67
"wt_3",819.277,23865.164
"wt_3",819.607,23869.492
"wt_3",819.936,23713.389
"wt_3",820.265,23636.572
"wt_3",820.595,23836.061
"wt_3",820.924,23549.32
"wt_3",821.254,23550.191
"wt_3",821.583,23774.869
"wt_3",821.913,23540.971
"wt_3",822.242,23816.08
"wt_3",822.571,23590.457
"wt_3",822.901,23460.248
"wt_3",823.23,23490.561
"wt_3",823.56,23691.781
"wt_3",823.889,23380.391
"wt_3",824.219,23276.672
"wt_3",824.548,23419.445
"wt_3",824.877,23373.447
"wt_3",825.207,23500.588
"wt_3",825.536,23275.475
"wt_3",825.866,23403.404
"wt_3",826.195,23453.652
"wt_3",826.524,23291.33
"wt_3",826.854,23229.803
"wt_3",827.183,22942.711
"wt_3",827.513,23066.439
"wt_3",827.842,23068.225
"wt_3",828.172,22998.311
"wt_3",828.501,23390.984
"wt_3",828.83,22916.984
"wt_3",829.16,23219.217
"wt_3",829.489,22976.572
"wt_3",829.819,23329.242
"wt_3",830.148,23462.477
"wt_3",830.478,23293.494
"wt_3",830.807,23106.053
"wt_3",831.136,23106.014
"wt_3",831.466,23335.799
"wt_3",831.795,23400.25
"wt_3",832.125,23289.781
"wt_3",832.454,23498.195
"wt_3",832.784,23484.428
"wt_3",833.113,23335.619
"wt_3",833.442,23432.256
"wt_3",833.772,23300.928
"wt_3",834.101,23555.352
"wt_3",834.431,23325.547
"wt_3",834.76,23253.184
"wt_3",835.089,23016.148
"wt_3",835.419,23113.455
"wt_3",835.748,23248.605
"wt_3",836.078,23305.605
"wt_3",836.407,23293.734
"wt_3",836.737,23311.26
"wt_3",837.066,23391.316
"wt_3",837.395,23393.432
"wt_3",837.725,23534.182
"wt_3",838.054,23393.932
"wt_3",838.384,23147.906
"wt_3",838.713,23165.205
"wt_3",839.043,23392.248
"wt_3",839.372,23508.162
"wt_3",839.701,23385.164
"wt_3",840.031,23448.752
"wt_3",840.36,23141.646
"wt_3",840.69,23424.85
"wt_3",841.019,23369.977
"wt_3",841.349,23473.486
"wt_3",841.678,23078.539
"wt_3",842.007,23171.559
"wt_3",842.337,22929.129
"wt_3",842.666,22882.969
"wt_3",842.996,22987.482
"wt_3",843.325,22869.006
"wt_3",843.655,22945.193
"wt_3",843.984,22860.242
"wt_3",844.313,22805.877
"wt_3",844.643,22639.814
"wt_3",844.972,22844.617
"wt_3",845.302,22936.045
"wt_3",845.631,22772.898
"wt_3",845.961,22648.166
"wt_3",846.29,22957.318
"wt_3",846.619,22797.559
"wt_3",846.949,22942.549
"wt_3",847.278,23151.184
"wt_3",847.608,23241.225
"wt_3",847.937,23171.385
"wt_3",848.266,23330.371
"wt_3",848.596,22854.219
"wt_3",848.925,23036.766
"wt_3",849.255,23306.088
"wt_3",849.584,22939.814
"wt_3",849.914,22762.045
"wt_3",850.243,23086.439
"wt_3",850.572,22947.447
"wt_3",850.902,22849.986
"wt_3",851.231,22706.73
"wt_3",851.561,22639.434
"wt_3",851.89,22552
"wt_3",852.22,22631.684
"wt_3",852.549,22549.783
"wt_3",852.878,22906.531
"wt_3",853.208,22713.533
"wt_3",853.537,22837.906
"wt_3",853.867,22557.053
"wt_3",854.196,22869.068
"wt_3",854.526,22772.637
"wt_3",854.855,23000.539
"wt_3",855.184,22986.215
"wt_3",855.514,22937.984
"wt_3",855.843,22638.824
"wt_3",856.173,22641.822
"wt_3",856.502,22813.965
"wt_3",856.831,22694.859
"wt_3",857.161,22356.977
"wt_3",857.49,22287.531
"wt_3",857.82,22426.443
"wt_3",858.149,22465.549
"wt_3",858.479,22566.961
"wt_3",858.808,22700.232
"wt_3",859.137,22441.031
"wt_3",859.467,22262.574
"wt_3",859.796,22317.002
"wt_3",860.126,22235.131
"wt_3",860.455,22207.449
"wt_3",860.785,22339.08
"wt_3",861.114,22234.051
"wt_3",861.443,21984.656
"wt_3",861.773,22047.006
"wt_3",862.102,22038.104
"wt_3",862.432,22044.066
"wt_3",862.761,22103.639
"wt_3",863.091,22563.67
"wt_3",863.42,22565.27
"wt_3",863.749,22581.965
"wt_3",864.079,22479.816
"wt_3",864.408,22352.193
"wt_3",864.738,22420.725
"wt_3",865.067,22465.67
"wt_3",865.396,22661.361
"wt_3",865.726,22677.707
"wt_3",866.055,22400.234
"wt_3",866.385,22087.262
"wt_3",866.714,22199.471
"wt_3",867.044,22288.871
"wt_3",867.373,22433.463
"wt_3",867.702,22223.273
"wt_3",868.032,21948.904
"wt_3",868.361,21835.934
"wt_3",868.691,21886.428
"wt_3",869.02,22232.348
"wt_3",869.35,22134.209
"wt_3",869.679,21669.645
"wt_3",870.008,21719.953
"wt_3",870.338,21823.824
"wt_3",870.667,22011.725
"wt_3",870.997,21908.857
"wt_3",871.326,21743.381
"wt_3",871.656,22090.984
"wt_3",871.985,22130.803
"wt_3",872.314,21869.908
"wt_3",872.644,21968.09
"wt_3",872.973,22018.379
"wt_3",873.303,22030.355
"wt_3",873.632,22236.729
"wt_3",873.962,22385.424
"wt_3",874.291,22167.201
"wt_3",874.62,21884.211
"wt_3",874.95,21927.045
"wt_3",875.279,21982.543
"wt_3",875.609,21976.443
"wt_3",875.938,22095.992
"wt_3",876.268,22008.584
"wt_3",876.597,22154.709
"wt_3",876.926,22088.41
"wt_3",877.256,22015.045
"wt_3",877.585,21912.654
"wt_3",877.915,22028.684
"wt_3",878.244,22097.99
"wt_3",878.573,22045.352
"wt_3",878.903,22287.328
"wt_3",879.232,22170.701
"wt_3",879.562,21955.543
"wt_3",879.891,22075.809
"wt_3",880.221,21985.598
"wt_3",880.55,21722.049
"wt_3",880.879,21909.754
"wt_3",881.209,21940.865
"wt_3",881.538,22033.135
"wt_3",881.868,21881.77
"wt_3",882.197,22113.537
"wt_3",882.527,21948.326
"wt_3",882.856,22125.504
"wt_3",883.185,21996.139
"wt_3",883.515,22080.062
"wt_3",883.844,22137.867
"wt_3",884.174,21647.561
"wt_3",884.503,21873.266
"wt_3",884.833,21692.129
"wt_3",885.162,21812.885
"wt_3",885.491,21826.621
"wt_3",885.821,21993.441
"wt_3",886.15,22165.662
"wt_3",886.48,21929.668
"wt_3",886.809,22187.193
"wt_3",887.138,21771.045
"wt_3",887.468,21299.068
"wt_3",887.797,22041.672
"wt_3",888.127,21627.279
"wt_3",888.456,21262.891
"wt_3",888.786,20954.953
"wt_3",889.115,20907.582
"wt_3",889.444,20980.898
"wt_3",889.774,21000.924
"wt_3",890.103,21037.197
"wt_3",890.433,20937.367
"wt_3",890.762,20936.225
"wt_3",891.092,21059.443
"wt_3",891.421,20949.176
"wt_3",891.75,20862.201
"wt_3",892.08,20708.76
"wt_3",892.409,21073.824
"wt_3",892.739,21112.16
"wt_3",893.068,20766.752
"wt_3",893.398,20919.977
"wt_3",893.727,21091.949
"wt_3",894.056,21027.348
"wt_3",894.386,21037.121
"wt_3",894.715,21087.785
"wt_3",895.045,21076.314
"wt_3",895.374,21207.727
"wt_3",895.703,20975.693
"wt_3",896.033,21007.646
"wt_3",896.362,20933.555
"wt_3",896.692,20925.947
"wt_3",897.021,21076.271
"wt_3",897.351,20969.533
"wt_3",897.68,21293.178
"wt_3",898.009,21127.664
"wt_3",898.339,21193.576
"wt_3",898.668,21105.062
"wt_3",898.998,20976.453
"wt_3",899.327,21149.461
"wt_3",899.657,20793.332
"wt_3",899.986,20913.656
"wt_3",900.315,21113.654
"wt_3",900.645,21210.561
"wt_3",900.974,21045.229
"wt_3",901.304,21070.934
"wt_3",901.633,21261.895
"wt_3",901.963,21315.473
"wt_3",902.292,21343.775
"wt_3",902.621,21235.119
"wt_3",902.951,21425.99
"wt_3",903.28,21344.598
"wt_3",903.61,21266.73
"wt_3",903.939,21179.6
"wt_3",904.268,21131.74
"wt_3",904.598,21045.141
"wt_3",904.927,20856.49
"wt_3",905.257,20513.561
"wt_3",905.586,20608.264
"wt_3",905.916,20625.016
"wt_3",906.245,20923.211
"wt_3",906.574,20710.291
"wt_3",906.904,20763.598
"wt_3",907.233,20855.01
"wt_3",907.563,20551.527
"wt_3",907.892,20638.912
"wt_3",908.222,20929.662
"wt_3",908.551,20769.826
"wt_3",908.88,20908.715
"wt_3",909.21,20745.891
"wt_3",909.539,20617.172
"wt_3",909.869,20560.334
"wt_3",910.198,20533.883
"wt_3",910.528,20535.967
"wt_3",910.857,20530.574
"wt_3",911.186,20689.576
"wt_3",911.516,20734.814
"wt_3",911.845,20484.6
"wt_3",912.175,20615.086
"wt_3",912.504,20634.24
"wt_3",912.834,20673.973
"wt_3",913.163,20753.074
"wt_3",913.492,20517.846
"wt_3",913.822,20700.082
"wt_3",914.151,20675.857
"wt_3",914.481,20607.375
"wt_3",914.81,20376.945
"wt_3",915.14,20747.309
"wt_3",915.469,20805.627
"wt_3",915.798,20707.725
"wt_3",916.128,20772.104
"wt_3",916.457,20858.219
"wt_3",916.787,20849.828
"wt_3",917.116,21087.629
"wt_3",917.445,21119.932
"wt_3",917.775,20783.994
"wt_3",918.104,20822.859
"wt_3",918.434,20640.406
"wt_3",918.763,20668.424
"wt_3",919.093,20714.49
"wt_3",919.422,20743.521
"wt_3",919.751,20655.449
"wt_3",920.081,20799.631
"wt_3",920.41,20942.682
"wt_3",920.74,21094.904
"wt_3",921.069,21119.703
"wt_3",921.399,21288.932
"wt_3",921.728,21324.795
"wt_3",922.057,21078.566
"wt_3",922.387,21182.67
"wt_3",922.716,21228.918
"wt_4",0,12090.06
"wt_4",0.329,12012.925
"wt_4",0.659,12132.747
"wt_4",0.988,12259.285
"wt_4",1.318,12259.835
"wt_4",1.647,12373.318
"wt_4",1.976,12509.294
"wt_4",2.306,12383.178
"wt_4",2.635,12593.181
"wt_4",2.965,12555.348
"wt_4",3.294,12684.907
"wt_4",3.623,12864.84
"wt_4",3.953,12984.566
"wt_4",4.282,13004.81
"wt_4",4.612,13010.668
"wt_4",4.941,13198.331
"wt_4",5.27,13125.438
"wt_4",5.6,13033.811
"wt_4",5.929,13032.17
"wt_4",6.259,12914.387
"wt_4",6.588,12953.069
"wt_4",6.917,12839.637
"wt_4",7.247,12748.967
"wt_4",7.576,12699.371
"wt_4",7.906,12649.643
"wt_4",8.235,12438.612
"wt_4",8.564,12502.531
"wt_4",8.894,12410.51
"wt_4",9.223,12456.91
"wt_4",9.553,12742.134
"wt_4",9.882,12735.477
"wt_4",10.211,12950.969
"wt_4",10.541,13247.144
"wt_4",10.87,13184.831
"wt_4",11.2,13295.893
"wt_4",11.529,13432.396
"wt_4",11.858,13703.692
"wt_4",12.188,13939.694
"wt_4",12.517,14084.876
"wt_4",12.847,14157.869
"wt_4",13.176,14301.039
"wt_4",13.505,14372.893
"wt_4",13.835,14454.439
"wt_4",14.164,14507.08
"wt_4",14.494,14595.328
"wt_4",14.823,14472.854
"wt_4",15.152,14487.746
"wt_4",15.482,14521.431
"wt_4",15.811,14446.421
"wt_4",16.141,14390.671
"wt_4",16.47,14263.239
"wt_4",16.799,14110.551
"wt_4",17.129,14040.222
"wt_4",17.458,14075.021
"wt_4",17.788,13987.42
"wt_4",18.117,13907.216
"wt_4",18.446,13965.509
"wt_4",18.776,14048.838
"wt_4",19.105,13960.31
"wt_4",19.434,14050.289
"wt_4",19.764,14024.248
"wt_4",20.093,14124.312
"wt_4",20.423,14218.266
"wt_4",20.752,14244.599
"wt_4",21.081,14386.731
"wt_4",21.411,14471.411
"wt_4",21.74,14284.275
"wt_4",22.07,14278.974
"wt_4",22.399,14247.065
"wt_4",22.728,14274.505
"wt_4",23.058,14141.816
"wt_4",23.387,14219.723
"wt_4",23.717,14172.655
"wt_4",24.046,14262.708
"wt_4",24.375,14249.216
"wt_4",24.705,14291.826
"wt_4",25.034,14324.568
"wt_4",25.364,14379.557
"wt_4",25.693,14327.022
"wt_4",26.022,14433.472
"wt_4",26.352,14411.029
"wt_4",26.681,14489.318
"wt_4",27.011,14574.812
"wt_4",27.34,14668.658
"wt_4",27.669,14745.093
"wt_4",27.999,14748.974
"wt_4",28.328,14685.298
"wt_4",28.658,14684.34
"wt_4",28.987,14679.433
"wt_4",29.316,14652.032
"wt_4",29.646,14475.993
"wt_4",29.975,14452.733
"wt_4",30.305,14530.624
"wt_4",30.634,14476.007
"wt_4",30.963,14485.008
"wt_4",31.293,14326.337
"wt_4",31.622,14228.27
"wt_4",31.952,14141.185
"wt_4",32.281,14203.566
"wt_4",32.61,14261.978
"wt_4",32.94,14222.419
"wt_4",33.269,14169.256
"wt_4",33.599,14124.918
"wt_4",33.928,14055.907
"wt_4",34.257,14047.896
"wt_4",34.587,13896.181
"wt_4",34.916,14076.14
"wt_4",35.246,14074.16
"wt_4",35.575,14164.484
"wt_4",35.904,14116.846
"wt_4",36.234,14357.641
"wt_4",36.563,14407.582
"wt_4",36.893,14379.604
"wt_4",37.222,14495.992
"wt_4",37.551,14457.814
"wt_4",37.881,14595.658
"wt_4",38.21,14626.659
"wt_4",38.54,14497.692
"wt_4",38.869,14526.613
"wt_4",39.198,14801.659
"wt_4",39.528,14847.657
"wt_4",39.857,14967.518
"wt_4",40.187,15014.015
"wt_4",40.516,14977.775
"wt_4",40.845,15085.897
"wt_4",41.175,15208.253
"wt_4",41.504,15408.768
"wt_4",41.834,15471.808
"wt_4",42.163,15607.898
"wt_4",42.492,15630.46
"wt_4",42.822,15786.746
"wt_4",43.151,15782.702
"wt_4",43.481,16053.021
"wt_4",43.81,16089.038
"wt_4",44.139,15973.44
"wt_4",44.469,15963.284
"wt_4",44.798,16196.874
"wt_4",45.128,16208.59
"wt_4",45.457,16145.221
"wt_4",45.786,16074.473
"wt_4",46.116,16100.895
"wt_4",46.445,16059.374
"wt_4",46.775,16178.319
"wt_4",47.104,16235.192
"wt_4",47.433,16292.927
"wt_4",47.763,16126.715
"wt_4",48.092,16332.604
"wt_4",48.422,16371.916
"wt_4",48.751,16400.246
"wt_4",49.08,16256.412
"wt_4",49.41,16253.316
"wt_4",49.739,16283.47
"wt_4",50.069,16417.229
"wt_4",50.398,16432.322
"wt_4",50.727,16487.115
"wt_4",51.057,16587.707
"wt_4",51.386,16639.094
"wt_4",51.716,16881.982
"wt_4",52.045,16982.102
"wt_4",52.374,17071.219
"wt_4",52.704,17136.75
"wt_4",53.033,17187.027
"wt_4",53.363,17024.635
"wt_4",53.692,17091.908
"wt_4",54.021,17123.6
"wt_4",54.351,17148.633
"wt_4",54.68,17163.77
"wt_4",55.01,17123.986
"wt_4",55.339,17235.012
"wt_4",55.668,16942.332
"wt_4",55.998,16804.158
"wt_4",56.327,16702.146
"wt_4",56.657,16515.887
"wt_4",56.986,16412.5
"wt_4",57.315,16435.818
"wt_4",57.645,16352.935
"wt_4",57.974,16300.51
"wt_4",58.303,16350.087
"wt_4",58.633,16065.26
"wt_4",58.962,16032.354
"wt_4",59.292,16297.569
"wt_4",59.621,16358.625
"wt_4",59.95,16406.945
"wt_4",60.28,16300.309
"wt_4",60.609,16431.045
"wt_4",60.939,16482.049
"wt_4",61.268,16592.619
"wt_4",61.597,16609.461
"wt_4",61.927,16620.783
"wt_4",62.256,16696.299
"wt_4",62.586,16682.5
"wt_4",62.915,16782.277
"wt_4",63.244,16754.801
"wt_4",63.574,16941.1
"wt_4",63.903,16939.523
"wt_4",64.233,17090.127
"wt_4",64.562,16984.258
"wt_4",64.891,17127.547
"wt_4",65.221,17066.379
"wt_4",65.55,17055.803
"wt_4",65.88,17020.709
"wt_4",66.209,16960.504
"wt_4",66.538,16917.354
"wt_4",66.868,16721.23
"wt_4",67.197,16776.926
"wt_4",67.527,16779.227
"wt_4",67.856,16702.459
"wt_4",68.185,16681.795
"wt_4",68.515,16799.318
"wt_4",68.844,16895.375
"wt_4",69.174,16844.756
"wt_4",69.503,16759.801
"wt_4",69.832,17028.104
"wt_4",70.162,17117.656
"wt_4",70.491,17392.311
"wt_4",70.821,17421.074
"wt_4",71.15,17527.5
"wt_4",71.479,17693.512
"wt_4",71.809,17688.713
"wt_4",72.138,17674.201
"wt_4",72.468,17566.838
"wt_4",72.797,17481.268
"wt_4",73.126,17480.355
"wt_4",73.456,17443.123
"wt_4",73.785,17607.338
"wt_4",74.115,17609.609
"wt_4",74.444,17530.641
"wt_4",74.773,17574.875
"wt_4",75.103,17415.926
"wt_4",75.432,17485.846
"wt_4",75.762,17371.148
"wt_4",76.091,17553.629
"wt_4",76.42,17510.4
"wt_4",76.75,17678.842
"wt_4",77.079,17858.109
"wt_4",77.409,17873.846
"wt_4",77.738,18147.539
"wt_4",78.067,18182.047
"wt_4",78.397,18351.381
"wt_4",78.726,18515.816
"wt_4",79.056,18680.148
"wt_4",79.385,18739.561
"wt_4",79.714,18886.273
"wt_4",80.044,19063.406
"wt_4",80.373,18976.805
"wt_4",80.703,19048.693
"wt_4",81.032,19080.936
"wt_4",81.361,19216.029
"wt_4",81.691,19158.531
"wt_4",82.02,19122.754
"wt_4",82.35,19137.857
"wt_4",82.679,19112.689
"wt_4",83.008,19074.328
"wt_4",83.338,18875.348
"wt_4",83.667,18842.234
"wt_4",83.997,18820.727
"wt_4",84.326,18785.117
"wt_4",84.655,18676.477
"wt_4",84.985,18686.48
"wt_4",85.314,18654.139
"wt_4",85.644,18611.338
"wt_4",85.973,18516.098
"wt_4",86.302,18481.68
"wt_4",86.632,18389.826
"wt_4",86.961,18519.93
"wt_4",87.291,18469.494
"wt_4",87.62,18514.33
"wt_4",87.949,18478.461
"wt_4",88.279,18471.768
"wt_4",88.608,18516.092
"wt_4",88.938,18683.688
"wt_4",89.267,18715.508
"wt_4",89.596,18668.799
"wt_4",89.926,19008.123
"wt_4",90.255,19130.549
"wt_4",90.585,19305.723
"wt_4",90.914,19710.223
"wt_4",91.243,19812.961
"wt_4",91.573,20044.527
"wt_4",91.902,20185.844
"wt_4",92.232,20236.877
"wt_4",92.561,20236.23
"wt_4",92.89,20511.49
"wt_4",93.22,20524.662
"wt_4",93.549,20651.299
"wt_4",93.879,20472.934
"wt_4",94.208,20718.504
"wt_4",94.537,20563.111
"wt_4",94.867,20682.033
"wt_4",95.196,20641.195
"wt_4",95.526,20654.061
"wt_4",95.855,20779.402
"wt_4",96.184,20692.717
"wt_4",96.514,20636.689
"wt_4",96.843,20584.523
"wt_4",97.172,20567.158
"wt_4",97.502,20327.188
"wt_4",97.831,20262.453
"wt_4",98.161,20144.779
"wt_4",98.49,19864.766
"wt_4",98.819,19707.352
"wt_4",99.149,19708.279
"wt_4",99.478,19617.664
"wt_4",99.808,19518.908
"wt_4",100.137,19607.34
"wt_4",100.466,19626.754
"wt_4",100.796,19582.393
"wt_4",101.125,19635.926
"wt_4",101.455,19757.314
"wt_4",101.784,19829.445
"wt_4",102.113,19745.041
"wt_4",102.443,19632.828
"wt_4",102.772,20071.104
"wt_4",103.102,20033.766
"wt_4",103.431,20125.248
"wt_4",103.76,20122.947
"wt_4",104.09,20029.713
"wt_4",104.419,19946.883
"wt_4",104.749,19978.332
"wt_4",105.078,19879.363
"wt_4",105.407,19755.168
"wt_4",105.737,19517.246
"wt_4",106.066,19533.943
"wt_4",106.396,19124.213
"wt_4",106.725,18941.605
"wt_4",107.054,18814.92
"wt_4",107.384,18775.477
"wt_4",107.713,18696.701
"wt_4",108.043,18469.568
"wt_4",108.372,18394.18
"wt_4",108.701,18478.93
"wt_4",109.031,18489.027
"wt_4",109.36,18394.725
"wt_4",109.69,18392.152
"wt_4",110.019,18478.924
"wt_4",110.348,18296.572
"wt_4",110.678,18474.336
"wt_4",111.007,18440.238
"wt_4",111.337,18544.838
"wt_4",111.666,18705.293
"wt_4",111.995,18625.336
"wt_4",112.325,18678.676
"wt_4",112.654,18735.641
"wt_4",112.984,18838.281
"wt_4",113.313,18892.477
"wt_4",113.642,18878.734
"wt_4",113.972,18835.389
"wt_4",114.301,18710.283
"wt_4",114.631,18804.123
"wt_4",114.96,18800.088
"wt_4",115.289,18687.166
"wt_4",115.619,18676.422
"wt_4",115.948,18723.666
"wt_4",116.278,18681.912
"wt_4",116.607,18407.738
"wt_4",116.936,18318.566
"wt_4",117.266,18254.467
"wt_4",117.595,17902.727
"wt_4",117.925,17623.119
"wt_4",118.254,17668.832
"wt_4",118.583,17625.402
"wt_4",118.913,17642.428
"wt_4",119.242,17801.971
"wt_4",119.572,17777.699
"wt_4",119.901,17964.223
"wt_4",120.23,17969.557
"wt_4",120.56,18046.068
"wt_4",120.889,18144.645
"wt_4",121.219,18227.934
"wt_4",121.548,18263.551
"wt_4",121.877,18236.123
"wt_4",122.207,18165.504
"wt_4",122.536,18127.572
"wt_4",122.866,18164.922
"wt_4",123.195,18238.689
"wt_4",123.524,18359.506
"wt_4",123.854,18362.848
"wt_4",124.183,18323.904
"wt_4",124.513,18288.547
"wt_4",124.842,18558.469
"wt_4",125.171,18789.75
"wt_4",125.501,18808.342
"wt_4",125.83,18787.752
"wt_4",126.16,19034.713
"wt_4",126.489,19197.012
"wt_4",126.818,19423.48
"wt_4",127.148,19292.898
"wt_4",127.477,19376.344
"wt_4",127.807,19640.506
"wt_4",128.136,19573.977
"wt_4",128.465,19918.631
"wt_4",128.795,19964.549
"wt_4",129.124,19964.926
"wt_4",129.454,20208.133
"wt_4",129.783,20416.139
"wt_4",130.112,20419.67
"wt_4",130.442,20601.803
"wt_4",130.771,20666.723
"wt_4",131.101,20734.998
"wt_4",131.43,20809.143
"wt_4",131.759,20690.838
"wt_4",132.089,20703.152
"wt_4",132.418,20611.756
"wt_4",132.748,20470.688
"wt_4",133.077,20585.568
"wt_4",133.406,20422.836
"wt_4",133.736,20178.238
"wt_4",134.065,20125.082
"wt_4",134.395,19976.648
"wt_4",134.724,19947.691
"wt_4",135.053,19746.408
"wt_4",135.383,19560.896
"wt_4",135.712,19531.643
"wt_4",136.041,19346.34
"wt_4",136.371,19289.666
"wt_4",136.7,19198.693
"wt_4",137.03,19247.324
"wt_4",137.359,19442.709
"wt_4",137.688,19343.615
"wt_4",138.018,19495.135
"wt_4",138.347,19476.502
"wt_4",138.677,19563.078
"wt_4",139.006,19628.551
"wt_4",139.335,19824.367
"wt_4",139.665,19817.902
"wt_4",139.994,19963.566
"wt_4",140.324,19992.852
"wt_4",140.653,20121.395
"wt_4",140.982,20253.07
"wt_4",141.312,20357.959
"wt_4",141.641,20192.893
"wt_4",141.971,20322.422
"wt_4",142.3,20298.666
"wt_4",142.629,20485.984
"wt_4",142.959,20456.834
"wt_4",143.288,20192.145
"wt_4",143.618,20225.91
"wt_4",143.947,20120.768
"wt_4",144.276,19783.855
"wt_4",144.606,19709.99
"wt_4",144.935,19675.525
"wt_4",145.265,19680.811
"wt_4",145.594,19862.498
"wt_4",145.923,19848.723
"wt_4",146.253,19642.494
"wt_4",146.582,19724.695
"wt_4",146.912,19745.418
"wt_4",147.241,19874.34
"wt_4",147.57,19742.057
"wt_4",147.9,19754.658
"wt_4",148.229,19881.65
"wt_4",148.559,20082.838
"wt_4",148.888,19871.125
"wt_4",149.217,19907.363
"wt_4",149.547,19874.295
"wt_4",149.876,20068.773
"wt_4",150.206,20191.891
"wt_4",150.535,20268.301
"wt_4",150.864,20545.639
"wt_4",151.194,20492.67
"wt_4",151.523,20902.984
"wt_4",151.853,20949.461
"wt_4",152.182,21032.516
"wt_4",152.511,21207.084
"wt_4",152.841,21472.059
"wt_4",153.17,21261.373
"wt_4",153.5,21310.408
"wt_4",153.829,21315.627
"wt_4",154.158,21266.348
"wt_4",154.488,21269.334
"wt_4",154.817,20944.68
"wt_4",155.147,20722.961
"wt_4",155.476,20602.848
"wt_4",155.805,20541.965
"wt_4",156.135,20430.799
"wt_4",156.464,20475.713
"wt_4",156.794,20269.479
"wt_4",157.123,20059.25
"wt_4",157.452,19954.855
"wt_4",157.782,19854.348
"wt_4",158.111,19860.18
"wt_4",158.441,19701.221
"wt_4",158.77,19882.281
"wt_4",159.099,19916.516
"wt_4",159.429,19917.57
"wt_4",159.758,19859.383
"wt_4",160.088,19990.98
"wt_4",160.417,20085.033
"wt_4",160.746,20154.408
"wt_4",161.076,20327.199
"wt_4",161.405,20399.672
"wt_4",161.735,20548.564
"wt_4",162.064,20588.842
"wt_4",162.393,20545.887
"wt_4",162.723,20730.729
"wt_4",163.052,20802.844
"wt_4",163.382,20846.387
"wt_4",163.711,20720.172
"wt_4",164.04,20735.008
"wt_4",164.37,20706.879
"wt_4",164.699,20697.797
"wt_4",165.029,20767.061
"wt_4",165.358,20777.455
"wt_4",165.687,20790.229
"wt_4",166.017,20744.938
"wt_4",166.346,20817.143
"wt_4",166.676,20937.051
"wt_4",167.005,20993.957
"wt_4",167.334,21323.953
"wt_4",167.664,21335.656
"wt_4",167.993,21536.625
"wt_4",168.323,21536.961
"wt_4",168.652,21503.174
"wt_4",168.981,21566.896
"wt_4",169.311,21812.102
"wt_4",169.64,21884.336
"wt_4",169.97,21864.953
"wt_4",170.299,22033.324
"wt_4",170.628,21878.121
"wt_4",170.958,21930.51
"wt_4",171.287,21973.566
"wt_4",171.617,21946.607
"wt_4",171.946,21810.756
"wt_4",172.275,21805.178
"wt_4",172.605,21982.234
"wt_4",172.934,22177.924
"wt_4",173.264,22129.154
"wt_4",173.593,22189.83
"wt_4",173.922,22404.127
"wt_4",174.252,22547.426
"wt_4",174.581,22616.043
"wt_4",174.91,22820.33
"wt_4",175.24,22619.971
"wt_4",175.569,22656.66
"wt_4",175.899,22456.189
"wt_4",176.228,22614.285
"wt_4",176.557,22677.807
"wt_4",176.887,22666.613
"wt_4",177.216,22751.496
"wt_4",177.546,22647.93
"wt_4",177.875,22615.082
"wt_4",178.204,22661.416
"wt_4",178.534,22849.008
"wt_4",178.863,22894.432
"wt_4",179.193,23105.213
"wt_4",179.522,23282.215
"wt_4",179.851,23750.051
"wt_4",180.181,24098.93
"wt_4",180.51,24453.414
"wt_4",180.84,24816.373
"wt_4",181.169,25130.604
"wt_4",181.498,25372.525
"wt_4",181.828,25500.33
"wt_4",182.157,25564.912
"wt_4",182.487,25836.854
"wt_4",182.816,26041.609
"wt_4",183.145,25961.572
"wt_4",183.475,26019.547
"wt_4",183.804,26128.479
"wt_4",184.134,26271.396
"wt_4",184.463,26206.844
"wt_4",184.792,26026.887
"wt_4",185.122,26123.305
"wt_4",185.451,25975.703
"wt_4",185.781,25957.512
"wt_4",186.11,25814.803
"wt_4",186.439,25901.887
"wt_4",186.769,25758.469
"wt_4",187.098,25803.404
"wt_4",187.428,25866.047
"wt_4",187.757,25776.678
"wt_4",188.086,25583.396
"wt_4",188.416,25479.131
"wt_4",188.745,25503.971
"wt_4",189.075,25378.863
"wt_4",189.404,25295.309
"wt_4",189.733,25245.08
"wt_4",190.063,25392.115
"wt_4",190.392,25571.463
"wt_4",190.722,25694.318
"wt_4",191.051,25882.869
"wt_4",191.38,26229.031
"wt_4",191.71,26384.979
"wt_4",192.039,26653.557
"wt_4",192.369,26804.166
"wt_4",192.698,27037.299
"wt_4",193.027,27272.773
"wt_4",193.357,27245.902
"wt_4",193.686,27059.678
"wt_4",194.016,27149.59
"wt_4",194.345,27216.996
"wt_4",194.674,27262.148
"wt_4",195.004,27182.076
"wt_4",195.333,27358.807
"wt_4",195.663,27506.812
"wt_4",195.992,27699.348
"wt_4",196.321,27769.609
"wt_4",196.651,27947.08
"wt_4",196.98,27989.871
"wt_4",197.31,27905.977
"wt_4",197.639,28299.533
"wt_4",197.968,28405.031
"wt_4",198.298,28491.059
"wt_4",198.627,28367.201
"wt_4",198.957,28384.598
"wt_4",199.286,28530.699
"wt_4",199.615,28451.484
"wt_4",199.945,28582.342
