"Sample","Distance_microns","Gray_Value"
"BADC_6",7.906,16773.072
"BADC_6",8.235,16753.031
"BADC_6",8.564,16527.139
"BADC_6",8.894,16432.123
"BADC_6",9.223,16285.1
"BADC_6",9.553,16417.418
"BADC_6",9.882,16443.096
"BADC_6",10.211,16162.426
"BADC_6",10.541,16011.996
"BADC_6",10.87,16092.106
"BADC_6",11.2,16348.978
"BADC_6",11.529,16242.897
"BADC_6",11.858,16342.196
"BADC_6",12.188,16434.525
"BADC_6",12.517,16371.15
"BADC_6",12.847,16553.213
"BADC_6",13.176,16527.396
"BADC_6",13.505,16636.475
"BADC_6",13.835,16796.916
"BADC_6",14.164,16560.438
"BADC_6",14.494,16596.025
"BADC_6",14.823,16487.562
"BADC_6",15.152,16603.436
"BADC_6",15.482,16514.619
"BADC_6",15.811,16433.479
"BADC_6",16.141,16446.484
"BADC_6",16.47,16540.141
"BADC_6",16.799,16507.922
"BADC_6",17.129,16446.869
"BADC_6",17.458,16634.824
"BADC_6",17.788,16699.945
"BADC_6",18.117,16449.336
"BADC_6",18.446,16675.09
"BADC_6",18.776,16846.316
"BADC_6",19.105,16778.953
"BADC_6",19.434,16787.959
"BADC_6",19.764,16751.01
"BADC_6",20.093,16634.436
"BADC_6",20.423,16813.754
"BADC_6",20.752,16815.176
"BADC_6",21.081,16581.166
"BADC_6",21.411,16673.979
"BADC_6",21.74,16715.473
"BADC_6",22.07,16643.299
"BADC_6",22.399,16744.736
"BADC_6",22.728,16774.393
"BADC_6",23.058,16818.973
"BADC_6",23.387,16904.059
"BADC_6",23.717,17035.414
"BADC_6",24.046,17335.787
"BADC_6",24.375,17600.914
"BADC_6",24.705,17615.865
"BADC_6",25.034,17589.814
"BADC_6",25.364,17648.607
"BADC_6",25.693,17866.402
"BADC_6",26.022,17906.539
"BADC_6",26.352,18064.131
"BADC_6",26.681,18211.174
"BADC_6",27.011,18164.645
"BADC_6",27.34,18485.297
"BADC_6",27.669,18320.633
"BADC_6",27.999,18445.098
"BADC_6",28.328,18338.605
"BADC_6",28.658,18226.758
"BADC_6",28.987,18234.588
"BADC_6",29.316,18175.805
"BADC_6",29.646,18197.322
"BADC_6",29.975,18279.156
"BADC_6",30.305,18435.482
"BADC_6",30.634,18357.248
"BADC_6",30.963,18369.359
"BADC_6",31.293,18440.729
"BADC_6",31.622,18578.271
"BADC_6",31.952,18612.334
"BADC_6",32.281,18766.041
"BADC_6",32.61,18783.123
"BADC_6",32.94,18815.982
"BADC_6",33.269,18631.887
"BADC_6",33.599,18779.609
"BADC_6",33.928,18685.805
"BADC_6",34.257,18871.971
"BADC_6",34.587,19057.189
"BADC_6",34.916,19006.602
"BADC_6",35.246,19237.691
"BADC_6",35.575,19199.033
"BADC_6",35.904,18976.619
"BADC_6",36.234,19013.594
"BADC_6",36.563,19131.086
"BADC_6",36.893,19243.912
"BADC_6",37.222,19358.729
"BADC_6",37.551,19325.594
"BADC_6",37.881,19275.479
"BADC_6",38.21,19247.912
"BADC_6",38.54,19080.123
"BADC_6",38.869,19404.92
"BADC_6",39.198,19369.164
"BADC_6",39.528,19217.641
"BADC_6",39.857,19378.301
"BADC_6",40.187,19452.586
"BADC_6",40.516,19384.771
"BADC_6",40.845,19294.584
"BADC_6",41.175,19492.455
"BADC_6",41.504,19484.113
"BADC_6",41.834,19596.494
"BADC_6",42.163,19763.725
"BADC_6",42.492,19833.277
"BADC_6",42.822,19745.834
"BADC_6",43.151,19807.324
"BADC_6",43.481,19941.699
"BADC_6",43.81,20125.207
"BADC_6",44.139,20011.791
"BADC_6",44.469,20166.52
"BADC_6",44.798,20287.809
"BADC_6",45.128,20263.443
"BADC_6",45.457,20580.102
"BADC_6",45.786,20758.512
"BADC_6",46.116,20785.594
"BADC_6",46.445,21178.645
"BADC_6",46.775,21519.881
"BADC_6",47.104,21428.783
"BADC_6",47.433,21609.076
"BADC_6",47.763,21725.508
"BADC_6",48.092,21696.65
"BADC_6",48.422,22081.068
"BADC_6",48.751,22041.445
"BADC_6",49.08,22361.252
"BADC_6",49.41,22392.863
"BADC_6",49.739,22585.426
"BADC_6",50.069,22712.998
"BADC_6",50.398,23006.158
"BADC_6",50.727,23022.619
"BADC_6",51.057,23277.928
"BADC_6",51.386,23658.037
"BADC_6",51.716,23902.734
"BADC_6",52.045,24135.139
"BADC_6",52.374,23957.27
"BADC_6",52.704,24277.199
"BADC_6",53.033,24420.201
"BADC_6",53.363,24446.547
"BADC_6",53.692,24296.129
"BADC_6",54.021,24333.021
"BADC_6",54.351,24352.648
"BADC_6",54.68,24286.574
"BADC_6",55.01,24260.121
"BADC_6",55.339,24560.564
"BADC_6",55.668,24717.16
"BADC_6",55.998,24751.553
"BADC_6",56.327,24904.752
"BADC_6",56.657,25203.82
"BADC_6",56.986,25464.361
"BADC_6",57.315,25380.23
"BADC_6",57.645,25698.285
"BADC_6",57.974,25879.09
"BADC_6",58.303,26001.764
"BADC_6",58.633,26191.617
"BADC_6",58.962,26016.289
"BADC_6",59.292,25825.484
"BADC_6",59.621,25667.262
"BADC_6",59.95,25446.412
"BADC_6",60.28,25165.07
"BADC_6",60.609,24986.115
"BADC_6",60.939,24922.375
"BADC_6",61.268,24723.203
"BADC_6",61.597,24605.844
"BADC_6",61.927,24541.51
"BADC_6",62.256,24348.354
"BADC_6",62.586,24282.648
"BADC_6",62.915,23931.398
"BADC_6",63.244,24088.955
"BADC_6",63.574,24079.773
"BADC_6",63.903,24254.088
"BADC_6",64.233,24313.082
"BADC_6",64.562,24336.518
"BADC_6",64.891,24378.729
"BADC_6",65.221,24672.271
"BADC_6",65.55,24685.773
"BADC_6",65.88,25077.166
"BADC_6",66.209,25594.26
"BADC_6",66.538,25893.848
"BADC_6",66.868,26335.287
"BADC_6",67.197,26566.955
"BADC_6",67.527,26845.533
"BADC_6",67.856,27086.338
"BADC_6",68.185,27072.789
"BADC_6",68.515,27194.197
"BADC_6",68.844,27412.109
"BADC_6",69.174,27503.855
"BADC_6",69.503,27280.66
"BADC_6",69.832,27320.664
"BADC_6",70.162,27661.305
"BADC_6",70.491,28008.078
"BADC_6",70.821,27730.76
"BADC_6",71.15,27910.77
"BADC_6",71.479,27723.514
"BADC_6",71.809,28167.695
"BADC_6",72.138,28153.785
"BADC_6",72.468,28297.719
"BADC_6",72.797,28972.527
"BADC_6",73.126,29014.609
"BADC_6",73.456,29169.51
"BADC_6",73.785,29418.654
"BADC_6",74.115,29310.117
"BADC_6",74.444,29503.672
"BADC_6",74.773,29484.018
"BADC_6",75.103,29150.764
"BADC_6",75.432,28898.543
"BADC_6",75.762,28852.404
"BADC_6",76.091,29052.09
"BADC_6",76.42,28994.729
"BADC_6",76.75,29027.396
"BADC_6",77.079,28910.566
"BADC_6",77.409,28621.469
"BADC_6",77.738,28674.834
"BADC_6",78.067,28666.5
"BADC_6",78.397,28767.357
"BADC_6",78.726,28733.48
"BADC_6",79.056,28684.568
"BADC_6",79.385,29066.238
"BADC_6",79.714,29352.057
"BADC_6",80.044,29383.654
"BADC_6",80.373,29682.293
"BADC_6",80.703,29850.102
"BADC_6",81.032,30093.232
"BADC_6",81.361,30150.773
"BADC_6",81.691,30119.902
"BADC_6",82.02,30461.584
"BADC_6",82.35,30575.611
"BADC_6",82.679,30778.299
"BADC_6",83.008,30828.896
"BADC_6",83.338,30671.822
"BADC_6",83.667,30748.971
"BADC_6",83.997,30926.395
"BADC_6",84.326,31215.693
"BADC_6",84.655,31380.482
"BADC_6",84.985,31712.939
"BADC_6",85.314,31672.557
"BADC_6",85.644,31727.15
"BADC_6",85.973,31784.266
"BADC_6",86.302,31965.143
"BADC_6",86.632,31949.344
"BADC_6",86.961,32135.57
"BADC_6",87.291,31860.639
"BADC_6",87.62,32254.057
"BADC_6",87.949,32356.424
"BADC_6",88.279,32076.902
"BADC_6",88.608,32169.947
"BADC_6",88.938,32294.342
"BADC_6",89.267,32522.9
"BADC_6",89.596,32712.564
"BADC_6",89.926,32938.961
"BADC_6",90.255,33105.125
"BADC_6",90.585,33157.992
"BADC_6",90.914,33454.516
"BADC_6",91.243,33517.355
"BADC_6",91.573,34164.871
"BADC_6",91.902,34174.75
"BADC_6",92.232,34308.746
"BADC_6",92.561,34583.66
"BADC_6",92.89,34616.078
"BADC_6",93.22,35100.109
"BADC_6",93.549,35390.129
"BADC_6",93.879,35414.922
"BADC_6",94.208,35462.738
"BADC_6",94.537,35691.664
"BADC_6",94.867,36087.488
"BADC_6",95.196,35968.512
"BADC_6",95.526,36127.168
"BADC_6",95.855,36096.457
"BADC_6",96.184,35887.668
"BADC_6",96.514,35879.309
"BADC_6",96.843,35642.586
"BADC_6",97.172,35353.418
"BADC_6",97.502,35364.68
"BADC_6",97.831,35418.371
"BADC_6",98.161,35343.848
"BADC_6",98.49,34866.43
"BADC_6",98.819,34908.957
"BADC_6",99.149,34900.797
"BADC_6",99.478,34732.383
"BADC_6",99.808,34616.277
"BADC_6",100.137,35139.133
"BADC_6",100.466,35129.145
"BADC_6",100.796,35182.902
"BADC_6",101.125,35076.758
"BADC_6",101.455,35596.32
"BADC_6",101.784,35747.484
"BADC_6",102.113,36225.211
"BADC_6",102.443,36298.977
"BADC_6",102.772,36282.086
"BADC_6",103.102,36216.137
"BADC_6",103.431,36211.176
"BADC_6",103.76,36542.773
"BADC_6",104.09,35943.23
"BADC_6",104.419,35903.738
"BADC_6",104.749,35197.953
"BADC_6",105.078,35071.055
"BADC_6",105.407,34952.086
"BADC_6",105.737,34640.547
"BADC_6",106.066,34026.859
"BADC_6",106.396,33830.984
"BADC_6",106.725,33665.617
"BADC_6",107.054,33469.105
"BADC_6",107.384,33190.77
"BADC_6",107.713,32954.711
"BADC_6",108.043,32672.023
"BADC_6",108.372,32478.609
"BADC_6",108.701,32103.934
"BADC_6",109.031,32000.807
"BADC_6",109.36,31200.24
"BADC_6",109.69,31164.381
"BADC_6",110.019,31170.006
"BADC_6",110.348,30871.936
"BADC_6",110.678,30962.424
"BADC_6",111.007,30793.047
"BADC_6",111.337,30883.436
"BADC_6",111.666,31184.836
"BADC_6",111.995,30937.734
"BADC_6",112.325,31094.168
"BADC_6",112.654,31024.799
"BADC_6",112.984,31181.457
"BADC_6",113.313,30770.059
"BADC_6",113.642,30674.432
"BADC_6",113.972,30599.596
"BADC_6",114.301,30665.314
"BADC_6",114.631,30554.557
"BADC_6",114.96,30449.473
"BADC_6",115.289,30548.295
"BADC_6",115.619,30397.01
"BADC_6",115.948,30656.875
"BADC_6",116.278,30629.562
"BADC_6",116.607,31056.27
"BADC_6",116.936,31277.123
"BADC_6",117.266,31275.084
"BADC_6",117.595,31219.785
"BADC_6",117.925,31367.539
"BADC_6",118.254,31614.98
"BADC_6",118.583,32196.531
"BADC_6",118.913,32330.287
"BADC_6",119.242,32620.527
"BADC_6",119.572,32825.832
"BADC_6",119.901,32872.098
"BADC_6",120.23,32761.957
"BADC_6",120.56,33146.156
"BADC_6",120.889,33392.152
"BADC_6",121.219,33186.32
"BADC_6",121.548,32944.062
"BADC_6",121.877,33271.07
"BADC_6",122.207,33544.25
"BADC_6",122.536,33960.008
"BADC_6",122.866,34262.52
"BADC_6",123.195,34260.91
"BADC_6",123.524,34364.668
"BADC_6",123.854,34233.434
"BADC_6",124.183,34377.16
"BADC_6",124.513,34520.148
"BADC_6",124.842,34382.027
"BADC_6",125.171,34022.238
"BADC_6",125.501,33798.812
"BADC_6",125.83,33741.922
"BADC_6",126.16,33810.043
"BADC_6",126.489,33219.75
"BADC_6",126.818,33367.906
"BADC_6",127.148,33122.18
"BADC_6",127.477,32654.436
"BADC_6",127.807,32155.994
"BADC_6",128.136,31978.449
"BADC_6",128.465,31699.533
"BADC_6",128.795,31336.865
"BADC_6",129.124,31107.824
"BADC_6",129.454,30390.393
"BADC_6",129.783,30121.5
"BADC_6",130.112,29814.205
"BADC_6",130.442,29767.111
"BADC_6",130.771,29761.182
"BADC_6",131.101,29763.91
"BADC_6",131.43,29626.139
"BADC_6",131.759,29651.875
"BADC_6",132.089,29567.164
"BADC_6",132.418,29487.322
"BADC_6",132.748,29601.562
"BADC_6",133.077,29596.734
"BADC_6",133.406,29924.092
"BADC_6",133.736,30058.6
"BADC_6",134.065,30424.855
"BADC_6",134.395,30856.309
"BADC_6",134.724,31019.773
"BADC_6",135.053,31668.965
"BADC_6",135.383,31996.277
"BADC_6",135.712,32087.785
"BADC_6",136.041,32435.4
"BADC_6",136.371,32793.684
"BADC_6",136.7,33094.723
"BADC_6",137.03,33501.426
"BADC_6",137.359,33528.137
"BADC_6",137.688,33360.113
"BADC_6",138.018,33665.594
"BADC_6",138.347,33580.938
"BADC_6",138.677,33448.18
"BADC_6",139.006,33595.25
"BADC_6",139.335,33446.215
"BADC_6",139.665,33499.973
"BADC_6",139.994,33572.727
"BADC_6",140.324,33767.875
"BADC_6",140.653,33903.02
"BADC_6",140.982,34024.316
"BADC_6",141.312,33832.168
"BADC_6",141.641,33628.656
"BADC_6",141.971,33766.25
"BADC_6",142.3,33685.281
"BADC_6",142.629,33633.547
"BADC_6",142.959,33336.664
"BADC_6",143.288,33067.332
"BADC_6",143.618,32831.887
"BADC_6",143.947,32663.045
"BADC_6",144.276,32507.266
"BADC_6",144.606,32220.234
"BADC_6",144.935,32264.008
"BADC_6",145.265,32235.182
"BADC_6",145.594,32217.543
"BADC_6",145.923,32124.275
"BADC_6",146.253,32229.398
"BADC_6",146.582,32239.338
"BADC_6",146.912,32734.209
"BADC_6",147.241,33137.359
"BADC_6",147.57,33362.258
"BADC_6",147.9,34035.805
"BADC_6",148.229,34334.266
"BADC_6",148.559,34566.152
"BADC_6",148.888,34693.93
"BADC_6",149.217,34871.816
"BADC_6",149.547,35118.133
"BADC_6",149.876,35169.551
"BADC_6",150.206,35073.812
"BADC_6",150.535,35051.855
"BADC_6",150.864,35068.043
"BADC_6",151.194,34768.344
"BADC_6",151.523,34761.016
"BADC_6",151.853,34898.375
"BADC_6",152.182,35013.602
"BADC_6",152.511,34649.09
"BADC_6",152.841,34655.504
"BADC_6",153.17,34568.965
"BADC_6",153.5,34630.238
"BADC_6",153.829,34497.289
"BADC_6",154.158,34445.66
"BADC_6",154.488,34220.012
"BADC_6",154.817,34038.832
"BADC_6",155.147,33871.156
"BADC_6",155.476,33969.145
"BADC_6",155.805,34058.062
"BADC_6",156.135,34310.953
"BADC_6",156.464,34406.316
"BADC_6",156.794,34534.688
"BADC_6",157.123,34868.18
"BADC_6",157.452,35061.258
"BADC_6",157.782,35665.328
"BADC_6",158.111,35871.93
"BADC_6",158.441,36075.594
"BADC_6",158.77,35956.715
"BADC_6",159.099,36023.852
"BADC_6",159.429,35771.469
"BADC_6",159.758,35587.961
"BADC_6",160.088,35547.816
"BADC_6",160.417,35321.211
"BADC_6",160.746,35336.719
"BADC_6",161.076,35290.613
"BADC_6",161.405,34833.297
"BADC_6",161.735,34538.434
"BADC_6",162.064,34243.938
"BADC_6",162.393,33654.531
"BADC_6",162.723,33409.785
"BADC_6",163.052,32829.129
"BADC_6",163.382,32413.68
"BADC_6",163.711,32174.514
"BADC_6",164.04,32053.148
"BADC_6",164.37,31722.172
"BADC_6",164.699,31438.791
"BADC_6",165.029,31629.768
"BADC_6",165.358,32134.561
"BADC_6",165.687,32110.047
"BADC_6",166.017,32268.053
"BADC_6",166.346,32121.801
"BADC_6",166.676,32209.277
"BADC_6",167.005,32363.824
"BADC_6",167.334,32719.699
"BADC_6",167.664,33070.309
"BADC_6",167.993,33750.715
"BADC_6",168.323,34316.918
"BADC_6",168.652,35091.008
"BADC_6",168.981,35176.941
"BADC_6",169.311,35486.219
"BADC_6",169.64,35845.535
"BADC_6",169.97,35830.246
"BADC_6",170.299,35888.91
"BADC_6",170.628,35883.453
"BADC_6",170.958,35658.305
"BADC_6",171.287,35585.605
"BADC_6",171.617,35514.438
"BADC_6",171.946,35424.477
"BADC_6",172.275,35242.355
"BADC_6",172.605,34677.211
"BADC_6",172.934,34257.086
"BADC_6",173.264,33803.676
"BADC_6",173.593,33193.168
"BADC_6",173.922,32768.223
"BADC_6",174.252,32332.445
"BADC_6",174.581,32107.018
"BADC_6",174.91,31689.416
"BADC_6",175.24,31337.324
"BADC_6",175.569,31492.322
"BADC_6",175.899,31392.303
"BADC_6",176.228,31451.381
"BADC_6",176.557,31627.285
"BADC_6",176.887,31672.426
"BADC_6",177.216,31562.998
"BADC_6",177.546,31408.262
"BADC_6",177.875,31513.268
"BADC_6",178.204,31224.191
"BADC_6",178.534,31288.963
"BADC_6",178.863,31121.432
"BADC_6",179.193,30754.523
"BADC_6",179.522,30751.617
"BADC_6",179.851,30681.846
"BADC_6",180.181,30490.41
"BADC_6",180.51,30410.48
"BADC_6",180.84,30134.717
"BADC_6",181.169,29921.318
"BADC_6",181.498,29668.986
"BADC_6",181.828,29525.457
"BADC_6",182.157,29781.285
"BADC_6",182.487,30129.086
"BADC_6",182.816,29754.18
"BADC_6",183.145,29810.303
"BADC_6",183.475,29854.395
"BADC_6",183.804,29703.312
"BADC_6",184.134,29439.174
"BADC_6",184.463,29409.074
"BADC_6",184.792,29209.719
"BADC_6",185.122,28662.662
"BADC_6",185.451,28206.854
"BADC_6",185.781,27783.164
"BADC_6",186.11,27765.146
"BADC_6",186.439,27980.143
"BADC_6",186.769,27656.074
"BADC_6",187.098,27961.004
"BADC_6",187.428,27986.586
"BADC_6",187.757,28289.631
"BADC_6",188.086,28918.416
"BADC_6",188.416,29299.527
"BADC_6",188.745,29071.404
"BADC_6",189.075,29097.426
"BADC_6",189.404,28988.07
"BADC_6",189.733,28999.453
"BADC_6",190.063,28837.926
"BADC_6",190.392,28781.039
"BADC_6",190.722,28545.65
"BADC_6",191.051,28355.836
"BADC_6",191.38,28302.725
"BADC_6",191.71,28238.83
"BADC_6",192.039,28157.564
"BADC_6",192.369,28321.604
"BADC_6",192.698,28553.879
"BADC_6",193.027,28566.01
"BADC_6",193.357,28375.268
"BADC_6",193.686,28704.941
"BADC_6",194.016,28842.045
"BADC_6",194.345,28662.254
"BADC_6",194.674,28552.799
"BADC_6",195.004,28564.805
"BADC_6",195.333,28565.521
"BADC_6",195.663,28529.91
"BADC_6",195.992,28524.486
"BADC_6",196.321,28268.732
"BADC_6",196.651,28328.713
"BADC_6",196.98,28264.412
"BADC_6",197.31,28274.973
"BADC_6",197.639,27994.48
"BADC_6",197.968,27948.869
"BADC_6",198.298,27851.023
"BADC_6",198.627,27919.725
"BADC_6",198.957,27678.219
"BADC_6",199.286,27585.43
"BADC_6",199.615,27573.242
"BADC_6",199.945,27494.658
"BADC_6",200.274,27392.645
"BADC_6",200.604,27252.02
"BADC_6",200.933,27013.963
"BADC_6",201.262,26819.184
"BADC_6",201.592,26888.697
"BADC_6",201.921,26961.143
"BADC_6",202.251,27162.26
"BADC_6",202.58,27410.809
"BADC_6",202.909,27608.867
"BADC_6",203.239,27855.398
"BADC_6",203.568,28159.311
"BADC_6",203.898,28047.432
"BADC_6",204.227,28112.76
"BADC_6",204.556,27880.912
"BADC_6",204.886,27928.633
"BADC_6",205.215,27787.518
"BADC_6",205.545,27653.053
"BADC_6",205.874,27074.477
"BADC_6",206.203,26684.873
"BADC_6",206.533,26405.562
"BADC_6",206.862,26179.096
"BADC_6",207.192,25670.227
"BADC_6",207.521,25339.674
"BADC_6",207.85,25190.934
"BADC_6",208.18,25306.449
"BADC_6",208.509,25227.248
"BADC_6",208.839,25450.402
"BADC_6",209.168,25338.363
"BADC_6",209.497,25499.225
"BADC_6",209.827,25846.17
"BADC_6",210.156,25719.533
"BADC_6",210.486,25833.258
"BADC_6",210.815,25980.699
"BADC_6",211.144,26015.35
"BADC_6",211.474,26140.156
"BADC_6",211.803,26510.479
"BADC_6",212.133,26106.502
"BADC_6",212.462,25828.793
"BADC_6",212.791,25780.867
"BADC_6",213.121,25611.533
"BADC_6",213.45,25453.475
"BADC_6",213.779,25119.443
"BADC_6",214.109,25139.666
"BADC_6",214.438,25084.912
"BADC_6",214.768,24602.305
"BADC_6",215.097,24715.146
"BADC_6",215.426,24636.117
"BADC_6",215.756,24452.957
"BADC_6",216.085,24240.168
"BADC_6",216.415,23877.523
"BADC_6",216.744,23640.629
"BADC_6",217.073,23289.008
"BADC_6",217.403,23389.18
"BADC_6",217.732,23146.686
"BADC_6",218.062,22951.793
"BADC_6",218.391,23321.842
"BADC_6",218.72,23435.291
"BADC_6",219.05,23499.166
"BADC_6",219.379,23877.803
"BADC_6",219.709,23993.309
"BADC_6",220.038,24228.641
"BADC_6",220.367,24384.779
"BADC_6",220.697,24358.943
"BADC_6",221.026,24474.09
"BADC_6",221.356,24350.26
"BADC_6",221.685,24642.883
"BADC_6",222.014,24561.168
"BADC_6",222.344,24446.732
"BADC_6",222.673,24708.76
"BADC_6",223.003,24709.871
"BADC_6",223.332,24594.328
"BADC_6",223.661,24393.246
"BADC_6",223.991,24248.375
"BADC_6",224.32,23898.42
"BADC_6",224.65,23725.76
"BADC_6",224.979,23557.889
"BADC_6",225.308,23531.045
"BADC_6",225.638,23364.719
"BADC_6",225.967,23180.785
"BADC_6",226.297,22913.029
"BADC_6",226.626,22828.398
"BADC_6",226.955,22732.414
"BADC_6",227.285,22841.742
"BADC_6",227.614,22533.77
"BADC_6",227.944,22646.133
"BADC_6",228.273,22523.365
"BADC_6",228.602,22353.42
"BADC_6",228.932,22493.732
"BADC_6",229.261,22882.23
"BADC_6",229.591,23012.945
"BADC_6",229.92,23225.562
"BADC_6",230.249,23222.432
"BADC_6",230.579,23327.025
"BADC_6",230.908,23392.225
"BADC_6",231.238,23265.406
"BADC_6",231.567,23159.793
"BADC_6",231.896,22850.459
"BADC_6",232.226,22626.703
"BADC_6",232.555,22333.326
"BADC_6",232.885,22059.65
"BADC_6",233.214,21855.195
"BADC_6",233.543,21407.262
"BADC_6",233.873,20938.221
"BADC_6",234.202,20586.174
"BADC_6",234.532,20199.184
"BADC_6",234.861,19822.609
"BADC_6",235.19,19727.799
"BADC_6",235.52,19402.781
"BADC_6",235.849,19414.998
"BADC_6",236.179,19361.123
"BADC_6",236.508,19713.975
"BADC_6",236.837,19934.932
"BADC_6",237.167,20245.027
"BADC_6",237.496,20336.037
"BADC_6",237.826,20363.426
"BADC_6",238.155,20523.975
"BADC_6",238.484,20598.246
"BADC_6",238.814,20795.164
"BADC_6",239.143,21237.602
"BADC_6",239.473,21330.352
"BADC_6",239.802,21407.131
"BADC_6",240.131,21314.572
"BADC_6",240.461,21457.523
"BADC_6",240.79,21449.113
"BADC_6",241.12,21372.529
"BADC_6",241.449,21155.713
"BADC_6",241.778,21124.699
"BADC_6",242.108,20886.924
"BADC_6",242.437,20505.107
"BADC_6",242.767,20414.303
"BADC_6",243.096,20081.518
"BADC_6",243.425,19822.385
"BADC_6",243.755,19623.705
"BADC_6",244.084,19323.402
"BADC_6",244.414,18930.117
"BADC_6",244.743,18529.02
"BADC_6",245.072,18390.01
"BADC_6",245.402,18213.338
"BADC_6",245.731,18068.688
"BADC_6",246.061,17847.291
"BADC_6",246.39,17774.727
"BADC_6",246.719,17693.828
"BADC_6",247.049,17851.811
"BADC_6",247.378,17793.84
"BADC_6",247.708,17863.959
"BADC_6",248.037,17972.27
"BADC_6",248.366,18023.893
"BADC_6",248.696,17933.027
"BADC_6",249.025,17714.143
"BADC_6",249.355,17632.248
"BADC_6",249.684,17343.25
"BADC_6",250.013,17452.807
"BADC_6",250.343,17050.357
"BADC_6",250.672,16701.324
"BADC_6",251.001,16363.312
"BADC_6",251.331,16110.014
"BADC_6",251.66,16074.753
"BADC_6",251.99,15833.751
"BADC_6",252.319,15645.103
"BADC_6",252.648,15625.014
"BADC_6",252.978,15696.534
"BADC_6",253.307,15648.665
"BADC_6",253.637,15857.661
"BADC_6",253.966,16063.819
"BADC_6",254.295,16175.029
"BADC_6",254.625,16488.223
"BADC_6",254.954,16610.037
"BADC_6",255.284,16954.254
"BADC_6",255.613,17336.803
"BADC_6",255.942,17379.168
"BADC_6",256.272,17578.486
"BADC_6",256.601,17572.211
"BADC_6",256.931,17585.936
"BADC_6",257.26,17698.342
"BADC_6",257.589,17595.561
"BADC_6",257.919,17322.424
"BADC_6",258.248,17116.988
"BADC_6",258.578,17178.32
"BADC_6",258.907,16959.674
"BADC_6",259.236,16813.363
"BADC_6",259.566,16787.672
"BADC_6",259.895,16749.502
"BADC_6",260.225,16426.467
"BADC_6",260.554,16478.336
"BADC_6",260.883,16284.869
"BADC_6",261.213,16174.293
"BADC_6",261.542,16169.649
"BADC_6",261.872,15989.664
"BADC_6",262.201,16045.228
"BADC_6",262.53,16007.651
"BADC_6",262.86,15771.75
"BADC_6",263.189,15729.964
"BADC_6",263.519,15631.015
"BADC_6",263.848,15595.39
"BADC_6",264.177,15625.53
"BADC_6",264.507,15322.451
"BADC_6",264.836,15159.314
"BADC_6",265.166,15123.631
"BADC_6",265.495,14924.387
"BADC_6",265.824,14931.703
"BADC_6",266.154,14697.666
"BADC_6",266.483,14783.382
"BADC_6",266.813,14759.207
"BADC_6",267.142,14670.643
"BADC_6",267.471,14592.107
"BADC_6",267.801,14726.094
"BADC_6",268.13,14733.298
"BADC_6",268.46,14685.378
"BADC_6",268.789,14773.89
"BADC_6",269.118,14676.456
"BADC_6",269.448,14801.267
"BADC_6",269.777,14642.24
"BADC_6",270.107,14534.47
"BADC_6",270.436,14589.73
"BADC_6",270.765,14385.37
"BADC_6",271.095,14477.598
"BADC_6",271.424,14262.375
"BADC_6",271.754,14388.916
"BADC_6",272.083,14353.376
"BADC_6",272.412,14534.63
"BADC_6",272.742,14558.486
"BADC_6",273.071,14496.257
"BADC_6",273.401,14909.683
"BADC_6",273.73,14854.088
"BADC_6",274.059,14831.898
"BADC_6",274.389,14772.552
"BADC_6",274.718,14799.442
"BADC_6",275.048,14945.531
"BADC_6",275.377,14762.341
"BADC_6",275.706,14673.634
"BADC_6",276.036,14695.827
"BADC_6",276.365,14688.145
"BADC_6",276.695,14822.67
"BADC_6",277.024,14794.584
"BADC_6",277.353,14995.701
"BADC_6",277.683,14977.407
